model number,model name,time taken to optimise (in seconds),number of partitions,partition size
6,model_with_separate_variables_6,0.011166810989379883,20,750
7,model_with_separate_variables_7,0.011270999908447266,20,750
8,model_with_separate_variables_8,0.010879039764404297,20,750
9,model_with_separate_variables_9,0.010622024536132812,20,750
10,model_with_separate_variables_10,0.011091947555541992,20,750
11,model_with_separate_variables_11,0.010990142822265625,20,750
12,model_with_separate_variables_12,0.010758161544799805,20,750
13,model_with_separate_variables_13,0.014117717742919922,20,750
14,model_with_separate_variables_14,0.010925054550170898,20,750
15,model_with_separate_variables_15,0.010969877243041992,20,750
16,model_with_separate_variables_16,0.010638952255249023,20,750
17,model_with_separate_variables_17,0.010727167129516602,20,750
18,model_with_separate_variables_18,0.011096000671386719,20,750
19,model_with_separate_variables_19,0.010833024978637695,20,750
20,model_with_separate_variables_20,0.011510133743286133,20,750
21,model_with_separate_variables_21,0.011111259460449219,20,750
22,model_with_separate_variables_22,0.011280059814453125,20,750
23,model_with_separate_variables_23,0.010958194732666016,20,750
24,model_with_separate_variables_24,0.010770082473754883,20,750
0,model_with_pwl_costs_0,0.008827686309814453,20,750
1,model_with_pwl_costs_1,0.008919000625610352,20,750
2,model_with_pwl_costs_2,0.00919198989868164,20,750
3,model_with_pwl_costs_3,0.009157896041870117,20,750
4,model_with_pwl_costs_4,0.009206771850585938,20,750
5,model_with_pwl_costs_5,0.009160995483398438,20,750
6,model_with_pwl_costs_6,0.008903980255126953,20,750
7,model_with_pwl_costs_7,0.009261846542358398,20,750
8,model_with_pwl_costs_8,0.009313106536865234,20,750
9,model_with_pwl_costs_9,0.009044885635375977,20,750
10,model_with_pwl_costs_10,0.009390830993652344,20,750
11,model_with_pwl_costs_11,0.008758068084716797,20,750
12,model_with_pwl_costs_12,0.009148836135864258,20,750
13,model_with_pwl_costs_13,0.008644819259643555,20,750
14,model_with_pwl_costs_14,0.008795738220214844,20,750
15,model_with_pwl_costs_15,0.00927114486694336,20,750
16,model_with_pwl_costs_16,0.00861811637878418,20,750
17,model_with_pwl_costs_17,0.008870840072631836,20,750
18,model_with_pwl_costs_18,0.009368896484375,20,750
19,model_with_pwl_costs_19,0.00913381576538086,20,750
20,model_with_pwl_costs_20,0.008819818496704102,20,750
21,model_with_pwl_costs_21,0.008772134780883789,20,750
22,model_with_pwl_costs_22,0.008956193923950195,20,750
23,model_with_pwl_costs_23,0.00884103775024414,20,750
24,model_with_pwl_costs_24,0.008918046951293945,20,750
0,model_with_separate_variables_0,0.045668840408325195,50,750
1,model_with_separate_variables_1,0.04343008995056152,50,750
2,model_with_separate_variables_2,0.044523000717163086,50,750
3,model_with_separate_variables_3,0.044322967529296875,50,750
4,model_with_separate_variables_4,0.04430532455444336,50,750
5,model_with_separate_variables_5,0.04366302490234375,50,750
6,model_with_separate_variables_6,0.04658007621765137,50,750
7,model_with_separate_variables_7,0.044513702392578125,50,750
8,model_with_separate_variables_8,0.042877912521362305,50,750
9,model_with_separate_variables_9,0.04543471336364746,50,750
10,model_with_separate_variables_10,0.04704904556274414,50,750
11,model_with_separate_variables_11,0.0488278865814209,50,750
12,model_with_separate_variables_12,0.04645395278930664,50,750
13,model_with_separate_variables_13,0.04369616508483887,50,750
14,model_with_separate_variables_14,0.0444948673248291,50,750
15,model_with_separate_variables_15,0.04310202598571777,50,750
16,model_with_separate_variables_16,0.042960166931152344,50,750
17,model_with_separate_variables_17,0.04421496391296387,50,750
18,model_with_separate_variables_18,0.043077945709228516,50,750
19,model_with_separate_variables_19,0.04540705680847168,50,750
20,model_with_separate_variables_20,0.04283595085144043,50,750
21,model_with_separate_variables_21,0.04272627830505371,50,750
22,model_with_separate_variables_22,0.04348397254943848,50,750
23,model_with_separate_variables_23,0.046890974044799805,50,750
24,model_with_separate_variables_24,0.046591997146606445,50,750
0,model_with_pwl_costs_0,0.027920007705688477,50,750
1,model_with_pwl_costs_1,0.0314791202545166,50,750
2,model_with_pwl_costs_2,0.031700849533081055,50,750
3,model_with_pwl_costs_3,0.02951502799987793,50,750
4,model_with_pwl_costs_4,0.029824018478393555,50,750
5,model_with_pwl_costs_5,0.029998064041137695,50,750
6,model_with_pwl_costs_6,0.027897119522094727,50,750
7,model_with_pwl_costs_7,0.027513980865478516,50,750
8,model_with_pwl_costs_8,0.024837017059326172,50,750
9,model_with_pwl_costs_9,0.030053138732910156,50,750
10,model_with_pwl_costs_10,0.029504060745239258,50,750
11,model_with_pwl_costs_11,0.029851913452148438,50,750
12,model_with_pwl_costs_12,0.029767274856567383,50,750
13,model_with_pwl_costs_13,0.029577970504760742,50,750
14,model_with_pwl_costs_14,0.0281219482421875,50,750
15,model_with_pwl_costs_15,0.026636123657226562,50,750
16,model_with_pwl_costs_16,0.028522014617919922,50,750
17,model_with_pwl_costs_17,0.028105974197387695,50,750
18,model_with_pwl_costs_18,0.02945709228515625,50,750
19,model_with_pwl_costs_19,0.026406049728393555,50,750
20,model_with_pwl_costs_20,0.028369903564453125,50,750
21,model_with_pwl_costs_21,0.023489713668823242,50,750
22,model_with_pwl_costs_22,0.025075912475585938,50,750
23,model_with_pwl_costs_23,0.026674270629882812,50,750
24,model_with_pwl_costs_24,0.027784109115600586,50,750
0,model_with_separate_variables_0,0.09018993377685547,100,750
1,model_with_separate_variables_1,0.0899200439453125,100,750
2,model_with_separate_variables_2,0.08928513526916504,100,750
3,model_with_separate_variables_3,0.0804901123046875,100,750
4,model_with_separate_variables_4,0.08805108070373535,100,750
5,model_with_separate_variables_5,0.0904393196105957,100,750
6,model_with_separate_variables_6,0.0901792049407959,100,750
7,model_with_separate_variables_7,0.09219670295715332,100,750
8,model_with_separate_variables_8,0.08877110481262207,100,750
9,model_with_separate_variables_9,0.08162879943847656,100,750
10,model_with_separate_variables_10,0.08768320083618164,100,750
11,model_with_separate_variables_11,0.0892338752746582,100,750
12,model_with_separate_variables_12,0.08349895477294922,100,750
13,model_with_separate_variables_13,0.08879423141479492,100,750
14,model_with_separate_variables_14,0.08823180198669434,100,750
15,model_with_separate_variables_15,0.08721709251403809,100,750
16,model_with_separate_variables_16,0.09054684638977051,100,750
17,model_with_separate_variables_17,0.08936500549316406,100,750
18,model_with_separate_variables_18,0.09188604354858398,100,750
19,model_with_separate_variables_19,0.08940315246582031,100,750
20,model_with_separate_variables_20,0.08706903457641602,100,750
21,model_with_separate_variables_21,0.08909368515014648,100,750
22,model_with_separate_variables_22,0.08971190452575684,100,750
23,model_with_separate_variables_23,0.08680224418640137,100,750
24,model_with_separate_variables_24,0.0905911922454834,100,750
0,model_with_pwl_costs_0,0.05625796318054199,100,750
1,model_with_pwl_costs_1,0.056923866271972656,100,750
2,model_with_pwl_costs_2,0.056600093841552734,100,750
3,model_with_pwl_costs_3,0.05594587326049805,100,750
4,model_with_pwl_costs_4,0.05640006065368652,100,750
5,model_with_pwl_costs_5,0.05392003059387207,100,750
6,model_with_pwl_costs_6,0.055787086486816406,100,750
7,model_with_pwl_costs_7,0.058348655700683594,100,750
8,model_with_pwl_costs_8,0.05678105354309082,100,750
9,model_with_pwl_costs_9,0.0574040412902832,100,750
10,model_with_pwl_costs_10,0.055983781814575195,100,750
11,model_with_pwl_costs_11,0.06052994728088379,100,750
12,model_with_pwl_costs_12,0.05529284477233887,100,750
13,model_with_pwl_costs_13,0.05696678161621094,100,750
14,model_with_pwl_costs_14,0.0570681095123291,100,750
15,model_with_pwl_costs_15,0.06059622764587402,100,750
16,model_with_pwl_costs_16,0.058287858963012695,100,750
17,model_with_pwl_costs_17,0.059977054595947266,100,750
18,model_with_pwl_costs_18,0.05758404731750488,100,750
19,model_with_pwl_costs_19,0.05632209777832031,100,750
20,model_with_pwl_costs_20,0.06046104431152344,100,750
21,model_with_pwl_costs_21,0.05605912208557129,100,750
22,model_with_pwl_costs_22,0.05766797065734863,100,750
23,model_with_pwl_costs_23,0.05490279197692871,100,750
24,model_with_pwl_costs_24,0.0612027645111084,100,750
0,model_with_separate_variables_0,0.23369336128234863,250,750
1,model_with_separate_variables_1,0.2383890151977539,250,750
2,model_with_separate_variables_2,0.21565008163452148,250,750
3,model_with_separate_variables_3,0.23281216621398926,250,750
4,model_with_separate_variables_4,0.24031519889831543,250,750
5,model_with_separate_variables_5,0.2469470500946045,250,750
6,model_with_separate_variables_6,0.2425229549407959,250,750
7,model_with_separate_variables_7,0.22183823585510254,250,750
8,model_with_separate_variables_8,0.2558317184448242,250,750
9,model_with_separate_variables_9,0.24538302421569824,250,750
10,model_with_separate_variables_10,0.23749399185180664,250,750
11,model_with_separate_variables_11,0.23857522010803223,250,750
12,model_with_separate_variables_12,0.24479365348815918,250,750
13,model_with_separate_variables_13,0.2517049312591553,250,750
14,model_with_separate_variables_14,0.2517368793487549,250,750
15,model_with_separate_variables_15,0.25771307945251465,250,750
16,model_with_separate_variables_16,0.2540562152862549,250,750
17,model_with_separate_variables_17,0.24533724784851074,250,750
18,model_with_separate_variables_18,0.2513101100921631,250,750
19,model_with_separate_variables_19,0.25362420082092285,250,750
20,model_with_separate_variables_20,0.24997997283935547,250,750
21,model_with_separate_variables_21,0.24902868270874023,250,750
22,model_with_separate_variables_22,0.2595221996307373,250,750
23,model_with_separate_variables_23,0.25218915939331055,250,750
24,model_with_separate_variables_24,0.23860716819763184,250,750
0,model_with_pwl_costs_0,0.10888910293579102,250,750
1,model_with_pwl_costs_1,0.10887980461120605,250,750
2,model_with_pwl_costs_2,0.1076650619506836,250,750
3,model_with_pwl_costs_3,0.10658884048461914,250,750
4,model_with_pwl_costs_4,0.1101539134979248,250,750
5,model_with_pwl_costs_5,0.1058802604675293,250,750
6,model_with_pwl_costs_6,0.1093292236328125,250,750
7,model_with_pwl_costs_7,0.10504794120788574,250,750
8,model_with_pwl_costs_8,0.1085500717163086,250,750
9,model_with_pwl_costs_9,0.10347676277160645,250,750
10,model_with_pwl_costs_10,0.10800409317016602,250,750
11,model_with_pwl_costs_11,0.10855889320373535,250,750
12,model_with_pwl_costs_12,0.11340117454528809,250,750
13,model_with_pwl_costs_13,0.10862517356872559,250,750
14,model_with_pwl_costs_14,0.1074068546295166,250,750
15,model_with_pwl_costs_15,0.11226105690002441,250,750
16,model_with_pwl_costs_16,0.11311507225036621,250,750
17,model_with_pwl_costs_17,0.10874700546264648,250,750
18,model_with_pwl_costs_18,0.10842680931091309,250,750
19,model_with_pwl_costs_19,0.10710406303405762,250,750
20,model_with_pwl_costs_20,0.11173772811889648,250,750
21,model_with_pwl_costs_21,0.10702061653137207,250,750
22,model_with_pwl_costs_22,0.10728716850280762,250,750
23,model_with_pwl_costs_23,0.1081230640411377,250,750
24,model_with_pwl_costs_24,0.11049985885620117,250,750
0,model_with_separate_variables_0,0.5542609691619873,500,750
1,model_with_separate_variables_1,0.5152530670166016,500,750
2,model_with_separate_variables_2,0.485698938369751,500,750
3,model_with_separate_variables_3,0.524357795715332,500,750
4,model_with_separate_variables_4,0.49243617057800293,500,750
5,model_with_separate_variables_5,0.5140550136566162,500,750
6,model_with_separate_variables_6,0.5173780918121338,500,750
7,model_with_separate_variables_7,0.500441312789917,500,750
8,model_with_separate_variables_8,0.5643997192382812,500,750
9,model_with_separate_variables_9,0.5044071674346924,500,750
10,model_with_separate_variables_10,0.5225498676300049,500,750
11,model_with_separate_variables_11,0.5713112354278564,500,750
12,model_with_separate_variables_12,0.5151121616363525,500,750
13,model_with_separate_variables_13,0.5225529670715332,500,750
14,model_with_separate_variables_14,0.5115149021148682,500,750
15,model_with_separate_variables_15,0.5148119926452637,500,750
16,model_with_separate_variables_16,0.5147390365600586,500,750
17,model_with_separate_variables_17,0.575300931930542,500,750
18,model_with_separate_variables_18,0.5065789222717285,500,750
19,model_with_separate_variables_19,0.5196092128753662,500,750
20,model_with_separate_variables_20,0.519798994064331,500,750
21,model_with_separate_variables_21,0.5086007118225098,500,750
22,model_with_separate_variables_22,0.5145883560180664,500,750
23,model_with_separate_variables_23,0.51975417137146,500,750
24,model_with_separate_variables_24,0.5118467807769775,500,750
0,model_with_pwl_costs_0,0.4722599983215332,500,750
1,model_with_pwl_costs_1,0.46392822265625,500,750
2,model_with_pwl_costs_2,0.4643871784210205,500,750
3,model_with_pwl_costs_3,0.472944974899292,500,750
4,model_with_pwl_costs_4,0.4556548595428467,500,750
5,model_with_pwl_costs_5,0.4712510108947754,500,750
6,model_with_pwl_costs_6,0.4768788814544678,500,750
7,model_with_pwl_costs_7,0.4644951820373535,500,750
8,model_with_pwl_costs_8,0.4557821750640869,500,750
9,model_with_pwl_costs_9,0.47258687019348145,500,750
10,model_with_pwl_costs_10,0.4838688373565674,500,750
11,model_with_pwl_costs_11,0.4743010997772217,500,750
12,model_with_pwl_costs_12,0.4689161777496338,500,750
13,model_with_pwl_costs_13,0.4731471538543701,500,750
14,model_with_pwl_costs_14,0.458111047744751,500,750
15,model_with_pwl_costs_15,0.47144579887390137,500,750
16,model_with_pwl_costs_16,0.44629502296447754,500,750
17,model_with_pwl_costs_17,0.4787139892578125,500,750
18,model_with_pwl_costs_18,0.48169970512390137,500,750
19,model_with_pwl_costs_19,0.48195719718933105,500,750
20,model_with_pwl_costs_20,0.4642488956451416,500,750
21,model_with_pwl_costs_21,0.4805290699005127,500,750
22,model_with_pwl_costs_22,0.4683849811553955,500,750
23,model_with_pwl_costs_23,0.4863259792327881,500,750
24,model_with_pwl_costs_24,0.4715569019317627,500,750
0,model_with_separate_variables_0,0.003859281539916992,5,1000
1,model_with_separate_variables_1,0.0033540725708007812,5,1000
2,model_with_separate_variables_2,0.003370046615600586,5,1000
3,model_with_separate_variables_3,0.0033698081970214844,5,1000
4,model_with_separate_variables_4,0.0037810802459716797,5,1000
5,model_with_separate_variables_5,0.003461122512817383,5,1000
6,model_with_separate_variables_6,0.003505229949951172,5,1000
7,model_with_separate_variables_7,0.0035080909729003906,5,1000
8,model_with_separate_variables_8,0.003518819808959961,5,1000
9,model_with_separate_variables_9,0.0035262107849121094,5,1000
10,model_with_separate_variables_10,0.003938913345336914,5,1000
11,model_with_separate_variables_11,0.003805875778198242,5,1000
12,model_with_separate_variables_12,0.0034759044647216797,5,1000
13,model_with_separate_variables_13,0.0035049915313720703,5,1000
14,model_with_separate_variables_14,0.0037238597869873047,5,1000
15,model_with_separate_variables_15,0.003412961959838867,5,1000
16,model_with_separate_variables_16,0.003420114517211914,5,1000
17,model_with_separate_variables_17,0.003565073013305664,5,1000
18,model_with_separate_variables_18,0.0036067962646484375,5,1000
19,model_with_separate_variables_19,0.003506898880004883,5,1000
20,model_with_separate_variables_20,0.003493070602416992,5,1000
21,model_with_separate_variables_21,0.003431081771850586,5,1000
22,model_with_separate_variables_22,0.0034019947052001953,5,1000
23,model_with_separate_variables_23,0.0034019947052001953,5,1000
24,model_with_separate_variables_24,0.003462076187133789,5,1000
0,model_with_pwl_costs_0,0.003147125244140625,5,1000
1,model_with_pwl_costs_1,0.0031380653381347656,5,1000
2,model_with_pwl_costs_2,0.0031130313873291016,5,1000
3,model_with_pwl_costs_3,0.0030961036682128906,5,1000
4,model_with_pwl_costs_4,0.0031931400299072266,5,1000
5,model_with_pwl_costs_5,0.0031499862670898438,5,1000
6,model_with_pwl_costs_6,0.000431060791015625,5,1000
7,model_with_pwl_costs_7,0.00045490264892578125,5,1000
8,model_with_pwl_costs_8,0.000392913818359375,5,1000
9,model_with_pwl_costs_9,0.003122091293334961,5,1000
10,model_with_pwl_costs_10,0.0004649162292480469,5,1000
11,model_with_pwl_costs_11,0.003072023391723633,5,1000
12,model_with_pwl_costs_12,0.0030798912048339844,5,1000
13,model_with_pwl_costs_13,0.0031080245971679688,5,1000
14,model_with_pwl_costs_14,0.003156900405883789,5,1000
15,model_with_pwl_costs_15,0.0030410289764404297,5,1000
16,model_with_pwl_costs_16,0.0029921531677246094,5,1000
17,model_with_pwl_costs_17,0.003201007843017578,5,1000
18,model_with_pwl_costs_18,0.0028810501098632812,5,1000
19,model_with_pwl_costs_19,0.0030748844146728516,5,1000
20,model_with_pwl_costs_20,0.003056049346923828,5,1000
21,model_with_pwl_costs_21,0.0030341148376464844,5,1000
22,model_with_pwl_costs_22,0.002942323684692383,5,1000
23,model_with_pwl_costs_23,0.0029768943786621094,5,1000
24,model_with_pwl_costs_24,0.0030548572540283203,5,1000
0,model_with_separate_variables_0,0.01987624168395996,20,1000
1,model_with_separate_variables_1,0.020184040069580078,20,1000
2,model_with_separate_variables_2,0.020377159118652344,20,1000
3,model_with_separate_variables_3,0.01942610740661621,20,1000
4,model_with_separate_variables_4,0.0188291072845459,20,1000
5,model_with_separate_variables_5,0.0193941593170166,20,1000
6,model_with_separate_variables_6,0.018544912338256836,20,1000
7,model_with_separate_variables_7,0.01844310760498047,20,1000
8,model_with_separate_variables_8,0.01830315589904785,20,1000
9,model_with_separate_variables_9,0.019032955169677734,20,1000
10,model_with_separate_variables_10,0.019747018814086914,20,1000
11,model_with_separate_variables_11,0.018939971923828125,20,1000
12,model_with_separate_variables_12,0.019530057907104492,20,1000
13,model_with_separate_variables_13,0.0195159912109375,20,1000
14,model_with_separate_variables_14,0.019431114196777344,20,1000
15,model_with_separate_variables_15,0.018703222274780273,20,1000
16,model_with_separate_variables_16,0.01910710334777832,20,1000
17,model_with_separate_variables_17,0.020371198654174805,20,1000
18,model_with_separate_variables_18,0.020236968994140625,20,1000
19,model_with_separate_variables_19,0.019959211349487305,20,1000
20,model_with_separate_variables_20,0.01988387107849121,20,1000
21,model_with_separate_variables_21,0.01965785026550293,20,1000
22,model_with_separate_variables_22,0.019930124282836914,20,1000
23,model_with_separate_variables_23,0.020651817321777344,20,1000
24,model_with_separate_variables_24,0.019835948944091797,20,1000
0,model_with_pwl_costs_0,0.017619848251342773,20,1000
1,model_with_pwl_costs_1,0.019050121307373047,20,1000
2,model_with_pwl_costs_2,0.015809059143066406,20,1000
3,model_with_pwl_costs_3,0.01825690269470215,20,1000
4,model_with_pwl_costs_4,0.019261837005615234,20,1000
5,model_with_pwl_costs_5,0.018507957458496094,20,1000
6,model_with_pwl_costs_6,0.018124818801879883,20,1000
7,model_with_pwl_costs_7,0.01884603500366211,20,1000
8,model_with_pwl_costs_8,0.018992900848388672,20,1000
9,model_with_pwl_costs_9,0.01571798324584961,20,1000
10,model_with_pwl_costs_10,0.01741790771484375,20,1000
11,model_with_pwl_costs_11,0.015524148941040039,20,1000
12,model_with_pwl_costs_12,0.01623392105102539,20,1000
13,model_with_pwl_costs_13,0.0188138484954834,20,1000
14,model_with_pwl_costs_14,0.018213987350463867,20,1000
15,model_with_pwl_costs_15,0.01669597625732422,20,1000
16,model_with_pwl_costs_16,0.017535924911499023,20,1000
17,model_with_pwl_costs_17,0.018732070922851562,20,1000
18,model_with_pwl_costs_18,0.016618967056274414,20,1000
19,model_with_pwl_costs_19,0.01485300064086914,20,1000
20,model_with_pwl_costs_20,0.016390085220336914,20,1000
21,model_with_pwl_costs_21,0.018275022506713867,20,1000
22,model_with_pwl_costs_22,0.01897406578063965,20,1000
23,model_with_pwl_costs_23,0.018304109573364258,20,1000
24,model_with_pwl_costs_24,0.017918109893798828,20,1000
0,model_with_separate_variables_0,0.05229020118713379,50,1000
1,model_with_separate_variables_1,0.053298234939575195,50,1000
2,model_with_separate_variables_2,0.04930400848388672,50,1000
3,model_with_separate_variables_3,0.05207395553588867,50,1000
4,model_with_separate_variables_4,0.05333685874938965,50,1000
5,model_with_separate_variables_5,0.050382137298583984,50,1000
6,model_with_separate_variables_6,0.05514883995056152,50,1000
7,model_with_separate_variables_7,0.05114603042602539,50,1000
8,model_with_separate_variables_8,0.05069684982299805,50,1000
9,model_with_separate_variables_9,0.054060935974121094,50,1000
10,model_with_separate_variables_10,0.05029034614562988,50,1000
11,model_with_separate_variables_11,0.05086207389831543,50,1000
12,model_with_separate_variables_12,0.051928043365478516,50,1000
13,model_with_separate_variables_13,0.05223798751831055,50,1000
14,model_with_separate_variables_14,0.05160713195800781,50,1000
15,model_with_separate_variables_15,0.05228376388549805,50,1000
16,model_with_separate_variables_16,0.05279898643493652,50,1000
17,model_with_separate_variables_17,0.05243182182312012,50,1000
18,model_with_separate_variables_18,0.05234789848327637,50,1000
19,model_with_separate_variables_19,0.05100703239440918,50,1000
20,model_with_separate_variables_20,0.05155611038208008,50,1000
21,model_with_separate_variables_21,0.05208706855773926,50,1000
22,model_with_separate_variables_22,0.05055570602416992,50,1000
23,model_with_separate_variables_23,0.05248427391052246,50,1000
24,model_with_separate_variables_24,0.050537109375,50,1000
0,model_with_pwl_costs_0,0.0011148452758789062,50,1000
1,model_with_pwl_costs_1,0.0010819435119628906,50,1000
2,model_with_pwl_costs_2,0.00113677978515625,50,1000
3,model_with_pwl_costs_3,0.0011138916015625,50,1000
4,model_with_pwl_costs_4,0.0010838508605957031,50,1000
5,model_with_pwl_costs_5,0.0011436939239501953,50,1000
6,model_with_pwl_costs_6,0.0010530948638916016,50,1000
7,model_with_pwl_costs_7,0.0011148452758789062,50,1000
8,model_with_pwl_costs_8,0.001077890396118164,50,1000
9,model_with_pwl_costs_9,0.0010590553283691406,50,1000
10,model_with_pwl_costs_10,0.0010843276977539062,50,1000
11,model_with_pwl_costs_11,0.0011098384857177734,50,1000
12,model_with_pwl_costs_12,0.001096963882446289,50,1000
13,model_with_pwl_costs_13,0.0012552738189697266,50,1000
14,model_with_pwl_costs_14,0.0011792182922363281,50,1000
15,model_with_pwl_costs_15,0.0011241436004638672,50,1000
16,model_with_pwl_costs_16,0.0010600090026855469,50,1000
17,model_with_pwl_costs_17,0.0010750293731689453,50,1000
18,model_with_pwl_costs_18,0.0010809898376464844,50,1000
19,model_with_pwl_costs_19,0.0010371208190917969,50,1000
20,model_with_pwl_costs_20,0.0014979839324951172,50,1000
21,model_with_pwl_costs_21,0.0020799636840820312,50,1000
22,model_with_pwl_costs_22,0.0018360614776611328,50,1000
23,model_with_pwl_costs_23,0.0012881755828857422,50,1000
24,model_with_pwl_costs_24,0.0011489391326904297,50,1000
0,model_with_separate_variables_0,0.13141512870788574,100,1000
1,model_with_separate_variables_1,0.12039685249328613,100,1000
2,model_with_separate_variables_2,0.1173090934753418,100,1000
3,model_with_separate_variables_3,0.11822795867919922,100,1000
4,model_with_separate_variables_4,0.12309408187866211,100,1000
5,model_with_separate_variables_5,0.11967992782592773,100,1000
6,model_with_separate_variables_6,0.12880206108093262,100,1000
7,model_with_separate_variables_7,0.12934207916259766,100,1000
8,model_with_separate_variables_8,0.11833715438842773,100,1000
9,model_with_separate_variables_9,0.12549781799316406,100,1000
10,model_with_separate_variables_10,0.12432527542114258,100,1000
11,model_with_separate_variables_11,0.12197184562683105,100,1000
12,model_with_separate_variables_12,0.12523484230041504,100,1000
13,model_with_separate_variables_13,0.1233530044555664,100,1000
14,model_with_separate_variables_14,0.1208193302154541,100,1000
15,model_with_separate_variables_15,0.12003922462463379,100,1000
16,model_with_separate_variables_16,0.12388205528259277,100,1000
17,model_with_separate_variables_17,0.11845779418945312,100,1000
18,model_with_separate_variables_18,0.11639094352722168,100,1000
19,model_with_separate_variables_19,0.11758780479431152,100,1000
20,model_with_separate_variables_20,0.1230771541595459,100,1000
21,model_with_separate_variables_21,0.11545014381408691,100,1000
22,model_with_separate_variables_22,0.11902713775634766,100,1000
23,model_with_separate_variables_23,0.12258005142211914,100,1000
24,model_with_separate_variables_24,0.12203383445739746,100,1000
0,model_with_pwl_costs_0,0.1379246711730957,100,1000
1,model_with_pwl_costs_1,0.13952994346618652,100,1000
2,model_with_pwl_costs_2,0.11138606071472168,100,1000
3,model_with_pwl_costs_3,0.12847900390625,100,1000
4,model_with_pwl_costs_4,0.13576412200927734,100,1000
5,model_with_pwl_costs_5,0.1379082202911377,100,1000
6,model_with_pwl_costs_6,0.1376199722290039,100,1000
7,model_with_pwl_costs_7,0.13945412635803223,100,1000
8,model_with_pwl_costs_8,0.13540887832641602,100,1000
9,model_with_pwl_costs_9,0.13194704055786133,100,1000
10,model_with_pwl_costs_10,0.13524794578552246,100,1000
11,model_with_pwl_costs_11,0.14031314849853516,100,1000
12,model_with_pwl_costs_12,0.13237285614013672,100,1000
13,model_with_pwl_costs_13,0.13730216026306152,100,1000
14,model_with_pwl_costs_14,0.0995182991027832,100,1000
15,model_with_pwl_costs_15,0.14284706115722656,100,1000
16,model_with_pwl_costs_16,0.10927200317382812,100,1000
17,model_with_pwl_costs_17,0.10451889038085938,100,1000
18,model_with_pwl_costs_18,0.1390399932861328,100,1000
19,model_with_pwl_costs_19,0.13874197006225586,100,1000
20,model_with_pwl_costs_20,0.13920307159423828,100,1000
21,model_with_pwl_costs_21,0.13689804077148438,100,1000
22,model_with_pwl_costs_22,0.13545703887939453,100,1000
23,model_with_pwl_costs_23,0.10824704170227051,100,1000
24,model_with_pwl_costs_24,0.10303807258605957,100,1000
0,model_with_separate_variables_0,0.304218053817749,250,1000
1,model_with_separate_variables_1,0.32607603073120117,250,1000
2,model_with_separate_variables_2,0.33064818382263184,250,1000
3,model_with_separate_variables_3,0.35236501693725586,250,1000
4,model_with_separate_variables_4,0.3571319580078125,250,1000
5,model_with_separate_variables_5,0.3351631164550781,250,1000
6,model_with_separate_variables_6,0.3150138854980469,250,1000
7,model_with_separate_variables_7,0.33766984939575195,250,1000
8,model_with_separate_variables_8,0.3271219730377197,250,1000
9,model_with_separate_variables_9,0.33138203620910645,250,1000
10,model_with_separate_variables_10,0.329509973526001,250,1000
11,model_with_separate_variables_11,0.3322422504425049,250,1000
12,model_with_separate_variables_12,0.3387119770050049,250,1000
13,model_with_separate_variables_13,0.3287050724029541,250,1000
14,model_with_separate_variables_14,0.3362576961517334,250,1000
15,model_with_separate_variables_15,0.3279879093170166,250,1000
16,model_with_separate_variables_16,0.33153581619262695,250,1000
17,model_with_separate_variables_17,0.34064197540283203,250,1000
18,model_with_separate_variables_18,0.32945895195007324,250,1000
19,model_with_separate_variables_19,0.32756590843200684,250,1000
20,model_with_separate_variables_20,0.35557103157043457,250,1000
21,model_with_separate_variables_21,0.33364200592041016,250,1000
22,model_with_separate_variables_22,0.33734798431396484,250,1000
23,model_with_separate_variables_23,0.3382248878479004,250,1000
24,model_with_separate_variables_24,0.31833887100219727,250,1000
0,model_with_pwl_costs_0,0.489365816116333,250,1000
1,model_with_pwl_costs_1,0.5583429336547852,250,1000
2,model_with_pwl_costs_2,0.5699820518493652,250,1000
3,model_with_pwl_costs_3,0.5429198741912842,250,1000
4,model_with_pwl_costs_4,0.5775511264801025,250,1000
5,model_with_pwl_costs_5,0.5534050464630127,250,1000
6,model_with_pwl_costs_6,0.5672059059143066,250,1000
7,model_with_pwl_costs_7,0.5667812824249268,250,1000
8,model_with_pwl_costs_8,0.4837467670440674,250,1000
9,model_with_pwl_costs_9,0.5647773742675781,250,1000
10,model_with_pwl_costs_10,0.5639088153839111,250,1000
11,model_with_pwl_costs_11,0.5568199157714844,250,1000
12,model_with_pwl_costs_12,0.5580229759216309,250,1000
13,model_with_pwl_costs_13,0.559481143951416,250,1000
14,model_with_pwl_costs_14,0.5666460990905762,250,1000
15,model_with_pwl_costs_15,0.5535759925842285,250,1000
16,model_with_pwl_costs_16,0.5448229312896729,250,1000
17,model_with_pwl_costs_17,0.567497968673706,250,1000
18,model_with_pwl_costs_18,0.5284988880157471,250,1000
19,model_with_pwl_costs_19,0.5571470260620117,250,1000
20,model_with_pwl_costs_20,0.5351300239562988,250,1000
21,model_with_pwl_costs_21,0.5638039112091064,250,1000
22,model_with_pwl_costs_22,0.5461361408233643,250,1000
23,model_with_pwl_costs_23,0.5684852600097656,250,1000
24,model_with_pwl_costs_24,0.5663390159606934,250,1000
0,model_with_separate_variables_0,0.8333041667938232,500,1000
1,model_with_separate_variables_1,0.7717292308807373,500,1000
2,model_with_separate_variables_2,0.7996060848236084,500,1000
