model number,model name,time taken to optimise (in seconds),number of partitions,partition size
21,model_with_pwl_costs_21,14.030943870544434,500,4000
22,model_with_pwl_costs_22,14.079515933990479,500,4000
23,model_with_pwl_costs_23,14.067245960235596,500,4000
24,model_with_pwl_costs_24,14.19731092453003,500,4000
0,model_with_separate_variables_0,0.028778076171875,5,5000
1,model_with_separate_variables_1,0.026387929916381836,5,5000
2,model_with_separate_variables_2,0.03082108497619629,5,5000
3,model_with_separate_variables_3,0.02750420570373535,5,5000
4,model_with_separate_variables_4,0.02625298500061035,5,5000
5,model_with_separate_variables_5,0.026790142059326172,5,5000
6,model_with_separate_variables_6,0.02619314193725586,5,5000
7,model_with_separate_variables_7,0.026696205139160156,5,5000
8,model_with_separate_variables_8,0.02634596824645996,5,5000
9,model_with_separate_variables_9,0.026054859161376953,5,5000
10,model_with_separate_variables_10,0.025538206100463867,5,5000
11,model_with_separate_variables_11,0.028629064559936523,5,5000
12,model_with_separate_variables_12,0.027662038803100586,5,5000
13,model_with_separate_variables_13,0.02667689323425293,5,5000
14,model_with_separate_variables_14,0.026923179626464844,5,5000
15,model_with_separate_variables_15,0.026432037353515625,5,5000
16,model_with_separate_variables_16,0.028476953506469727,5,5000
17,model_with_separate_variables_17,0.026320934295654297,5,5000
18,model_with_separate_variables_18,0.026474952697753906,5,5000
19,model_with_separate_variables_19,0.0267488956451416,5,5000
20,model_with_separate_variables_20,0.026576995849609375,5,5000
21,model_with_separate_variables_21,0.027286767959594727,5,5000
22,model_with_separate_variables_22,0.0276339054107666,5,5000
23,model_with_separate_variables_23,0.027012109756469727,5,5000
24,model_with_separate_variables_24,0.028144121170043945,5,5000
0,model_with_pwl_costs_0,0.06133699417114258,5,5000
1,model_with_pwl_costs_1,0.06061697006225586,5,5000
2,model_with_pwl_costs_2,0.06231212615966797,5,5000
3,model_with_pwl_costs_3,0.05983090400695801,5,5000
4,model_with_pwl_costs_4,0.06092977523803711,5,5000
5,model_with_pwl_costs_5,0.03532695770263672,5,5000
6,model_with_pwl_costs_6,0.03551483154296875,5,5000
7,model_with_pwl_costs_7,0.060027122497558594,5,5000
8,model_with_pwl_costs_8,0.05966520309448242,5,5000
9,model_with_pwl_costs_9,0.0613248348236084,5,5000
10,model_with_pwl_costs_10,0.061012983322143555,5,5000
11,model_with_pwl_costs_11,0.06055784225463867,5,5000
12,model_with_pwl_costs_12,0.0599207878112793,5,5000
13,model_with_pwl_costs_13,0.06073904037475586,5,5000
14,model_with_pwl_costs_14,0.03466176986694336,5,5000
15,model_with_pwl_costs_15,0.06035876274108887,5,5000
16,model_with_pwl_costs_16,0.0350341796875,5,5000
17,model_with_pwl_costs_17,0.060797929763793945,5,5000
18,model_with_pwl_costs_18,0.06051826477050781,5,5000
19,model_with_pwl_costs_19,0.06064009666442871,5,5000
20,model_with_pwl_costs_20,0.06036806106567383,5,5000
21,model_with_pwl_costs_21,0.06148982048034668,5,5000
22,model_with_pwl_costs_22,0.06126117706298828,5,5000
23,model_with_pwl_costs_23,0.060156822204589844,5,5000
24,model_with_pwl_costs_24,0.06050825119018555,5,5000
0,model_with_separate_variables_0,0.1194307804107666,20,5000
1,model_with_separate_variables_1,0.13030409812927246,20,5000
2,model_with_separate_variables_2,0.11404609680175781,20,5000
3,model_with_separate_variables_3,0.12301397323608398,20,5000
4,model_with_separate_variables_4,0.1174461841583252,20,5000
5,model_with_separate_variables_5,0.12017321586608887,20,5000
6,model_with_separate_variables_6,0.11765122413635254,20,5000
7,model_with_separate_variables_7,0.12162089347839355,20,5000
8,model_with_separate_variables_8,0.12796807289123535,20,5000
9,model_with_separate_variables_9,0.11895918846130371,20,5000
10,model_with_separate_variables_10,0.11976099014282227,20,5000
11,model_with_separate_variables_11,0.12694787979125977,20,5000
12,model_with_separate_variables_12,0.12661504745483398,20,5000
13,model_with_separate_variables_13,0.12568211555480957,20,5000
14,model_with_separate_variables_14,0.1257030963897705,20,5000
15,model_with_separate_variables_15,0.12773823738098145,20,5000
16,model_with_separate_variables_16,0.11788725852966309,20,5000
17,model_with_separate_variables_17,0.1265709400177002,20,5000
18,model_with_separate_variables_18,0.1288440227508545,20,5000
19,model_with_separate_variables_19,0.12304496765136719,20,5000
20,model_with_separate_variables_20,0.11769700050354004,20,5000
21,model_with_separate_variables_21,0.11900210380554199,20,5000
22,model_with_separate_variables_22,0.11856317520141602,20,5000
23,model_with_separate_variables_23,0.12243509292602539,20,5000
24,model_with_separate_variables_24,0.11771988868713379,20,5000
0,model_with_pwl_costs_0,0.39450693130493164,20,5000
1,model_with_pwl_costs_1,0.39250731468200684,20,5000
2,model_with_pwl_costs_2,0.38770103454589844,20,5000
3,model_with_pwl_costs_3,0.3942592144012451,20,5000
4,model_with_pwl_costs_4,0.3907480239868164,20,5000
5,model_with_pwl_costs_5,0.39879918098449707,20,5000
6,model_with_pwl_costs_6,0.3949141502380371,20,5000
7,model_with_pwl_costs_7,0.4023311138153076,20,5000
8,model_with_pwl_costs_8,0.3964858055114746,20,5000
9,model_with_pwl_costs_9,0.39296889305114746,20,5000
10,model_with_pwl_costs_10,0.3831751346588135,20,5000
11,model_with_pwl_costs_11,0.39840269088745117,20,5000
12,model_with_pwl_costs_12,0.38274097442626953,20,5000
13,model_with_pwl_costs_13,0.39246368408203125,20,5000
14,model_with_pwl_costs_14,0.3863260746002197,20,5000
15,model_with_pwl_costs_15,0.39353489875793457,20,5000
16,model_with_pwl_costs_16,0.39162373542785645,20,5000
17,model_with_pwl_costs_17,0.39378881454467773,20,5000
18,model_with_pwl_costs_18,0.39313316345214844,20,5000
19,model_with_pwl_costs_19,0.3922719955444336,20,5000
20,model_with_pwl_costs_20,0.3943970203399658,20,5000
21,model_with_pwl_costs_21,0.39228296279907227,20,5000
22,model_with_pwl_costs_22,0.39881205558776855,20,5000
23,model_with_pwl_costs_23,0.39140820503234863,20,5000
24,model_with_pwl_costs_24,0.3976719379425049,20,5000
0,model_with_separate_variables_0,0.42327189445495605,50,5000
1,model_with_separate_variables_1,0.423785924911499,50,5000
2,model_with_separate_variables_2,0.408527135848999,50,5000
3,model_with_separate_variables_3,0.40830206871032715,50,5000
4,model_with_separate_variables_4,0.42968297004699707,50,5000
5,model_with_separate_variables_5,0.4209780693054199,50,5000
6,model_with_separate_variables_6,0.4167511463165283,50,5000
7,model_with_separate_variables_7,0.43221569061279297,50,5000
8,model_with_separate_variables_8,0.4033470153808594,50,5000
9,model_with_separate_variables_9,0.4335908889770508,50,5000
10,model_with_separate_variables_10,0.4371669292449951,50,5000
11,model_with_separate_variables_11,0.4184591770172119,50,5000
12,model_with_separate_variables_12,0.45202112197875977,50,5000
13,model_with_separate_variables_13,0.4533219337463379,50,5000
14,model_with_separate_variables_14,0.4169657230377197,50,5000
15,model_with_separate_variables_15,0.42943596839904785,50,5000
16,model_with_separate_variables_16,0.40239572525024414,50,5000
17,model_with_separate_variables_17,0.4293501377105713,50,5000
18,model_with_separate_variables_18,0.41455078125,50,5000
19,model_with_separate_variables_19,0.4153580665588379,50,5000
20,model_with_separate_variables_20,0.4129369258880615,50,5000
21,model_with_separate_variables_21,0.3988189697265625,50,5000
22,model_with_separate_variables_22,0.4462471008300781,50,5000
23,model_with_separate_variables_23,0.41195011138916016,50,5000
24,model_with_separate_variables_24,0.40262699127197266,50,5000
0,model_with_pwl_costs_0,1.686833143234253,50,5000
1,model_with_pwl_costs_1,1.6172130107879639,50,5000
2,model_with_pwl_costs_2,1.670531988143921,50,5000
3,model_with_pwl_costs_3,1.2408051490783691,50,5000
4,model_with_pwl_costs_4,1.6062901020050049,50,5000
5,model_with_pwl_costs_5,1.7847611904144287,50,5000
6,model_with_pwl_costs_6,1.7429869174957275,50,5000
7,model_with_pwl_costs_7,1.2388770580291748,50,5000
8,model_with_pwl_costs_8,1.5666987895965576,50,5000
9,model_with_pwl_costs_9,1.065629243850708,50,5000
10,model_with_pwl_costs_10,1.6044220924377441,50,5000
11,model_with_pwl_costs_11,1.389869213104248,50,5000
12,model_with_pwl_costs_12,1.459501028060913,50,5000
13,model_with_pwl_costs_13,1.7684342861175537,50,5000
14,model_with_pwl_costs_14,1.5570530891418457,50,5000
15,model_with_pwl_costs_15,1.7383651733398438,50,5000
16,model_with_pwl_costs_16,1.6421411037445068,50,5000
17,model_with_pwl_costs_17,1.5729799270629883,50,5000
18,model_with_pwl_costs_18,1.4528160095214844,50,5000
19,model_with_pwl_costs_19,1.4006519317626953,50,5000
20,model_with_pwl_costs_20,1.3824682235717773,50,5000
21,model_with_pwl_costs_21,1.6641058921813965,50,5000
22,model_with_pwl_costs_22,1.5025198459625244,50,5000
23,model_with_pwl_costs_23,1.5416560173034668,50,5000
24,model_with_pwl_costs_24,1.7476508617401123,50,5000
0,model_with_separate_variables_0,0.730787992477417,100,5000
1,model_with_separate_variables_1,0.6959338188171387,100,5000
2,model_with_separate_variables_2,0.6972160339355469,100,5000
3,model_with_separate_variables_3,0.6971018314361572,100,5000
4,model_with_separate_variables_4,0.7020161151885986,100,5000
5,model_with_separate_variables_5,0.7010560035705566,100,5000
6,model_with_separate_variables_6,0.715080976486206,100,5000
7,model_with_separate_variables_7,0.7084140777587891,100,5000
8,model_with_separate_variables_8,0.713925838470459,100,5000
9,model_with_separate_variables_9,0.7119240760803223,100,5000
10,model_with_separate_variables_10,0.7092390060424805,100,5000
11,model_with_separate_variables_11,0.7103476524353027,100,5000
12,model_with_separate_variables_12,0.7053859233856201,100,5000
13,model_with_separate_variables_13,0.7084600925445557,100,5000
14,model_with_separate_variables_14,0.7094948291778564,100,5000
15,model_with_separate_variables_15,0.7053399085998535,100,5000
16,model_with_separate_variables_16,0.7146859169006348,100,5000
17,model_with_separate_variables_17,0.7058370113372803,100,5000
18,model_with_separate_variables_18,0.7159769535064697,100,5000
19,model_with_separate_variables_19,0.7151150703430176,100,5000
20,model_with_separate_variables_20,0.7087099552154541,100,5000
21,model_with_separate_variables_21,0.7159512042999268,100,5000
22,model_with_separate_variables_22,0.7142500877380371,100,5000
23,model_with_separate_variables_23,0.7264528274536133,100,5000
24,model_with_separate_variables_24,0.7076289653778076,100,5000
0,model_with_pwl_costs_0,2.5714988708496094,100,5000
1,model_with_pwl_costs_1,2.557405948638916,100,5000
2,model_with_pwl_costs_2,2.669562816619873,100,5000
3,model_with_pwl_costs_3,2.629049062728882,100,5000
4,model_with_pwl_costs_4,2.6262316703796387,100,5000
5,model_with_pwl_costs_5,1.9580249786376953,100,5000
6,model_with_pwl_costs_6,1.9055168628692627,100,5000
7,model_with_pwl_costs_7,2.5768020153045654,100,5000
8,model_with_pwl_costs_8,2.6091740131378174,100,5000
9,model_with_pwl_costs_9,2.5522398948669434,100,5000
10,model_with_pwl_costs_10,2.602928876876831,100,5000
11,model_with_pwl_costs_11,2.633518934249878,100,5000
12,model_with_pwl_costs_12,2.555438995361328,100,5000
13,model_with_pwl_costs_13,2.570467233657837,100,5000
14,model_with_pwl_costs_14,2.600365161895752,100,5000
15,model_with_pwl_costs_15,2.5835628509521484,100,5000
16,model_with_pwl_costs_16,2.6102309226989746,100,5000
17,model_with_pwl_costs_17,2.5859010219573975,100,5000
18,model_with_pwl_costs_18,2.560467004776001,100,5000
19,model_with_pwl_costs_19,2.6008310317993164,100,5000
20,model_with_pwl_costs_20,2.6051578521728516,100,5000
21,model_with_pwl_costs_21,2.6222898960113525,100,5000
22,model_with_pwl_costs_22,2.5894017219543457,100,5000
23,model_with_pwl_costs_23,2.617295980453491,100,5000
24,model_with_pwl_costs_24,2.592059850692749,100,5000
0,model_with_separate_variables_0,3.7179982662200928,250,5000
1,model_with_separate_variables_1,3.1449780464172363,250,5000
2,model_with_separate_variables_2,3.2006590366363525,250,5000
3,model_with_separate_variables_3,3.279721975326538,250,5000
4,model_with_separate_variables_4,2.9929981231689453,250,5000
5,model_with_separate_variables_5,3.022753953933716,250,5000
6,model_with_separate_variables_6,3.2534050941467285,250,5000
7,model_with_separate_variables_7,3.1370370388031006,250,5000
8,model_with_separate_variables_8,3.0201048851013184,250,5000
9,model_with_separate_variables_9,3.1401069164276123,250,5000
10,model_with_separate_variables_10,3.0312259197235107,250,5000
11,model_with_separate_variables_11,3.026949167251587,250,5000
12,model_with_separate_variables_12,3.2159199714660645,250,5000
13,model_with_separate_variables_13,3.0187201499938965,250,5000
14,model_with_separate_variables_14,2.97986102104187,250,5000
15,model_with_separate_variables_15,3.1168160438537598,250,5000
16,model_with_separate_variables_16,3.434532880783081,250,5000
17,model_with_separate_variables_17,3.143277883529663,250,5000
18,model_with_separate_variables_18,2.9754388332366943,250,5000
19,model_with_separate_variables_19,2.962825298309326,250,5000
20,model_with_separate_variables_20,3.4147021770477295,250,5000
21,model_with_separate_variables_21,3.3351821899414062,250,5000
22,model_with_separate_variables_22,3.4398748874664307,250,5000
23,model_with_separate_variables_23,3.07169508934021,250,5000
24,model_with_separate_variables_24,3.024686098098755,250,5000
0,model_with_pwl_costs_0,13.112468004226685,250,5000
1,model_with_pwl_costs_1,13.06857705116272,250,5000
2,model_with_pwl_costs_2,13.055623054504395,250,5000
3,model_with_pwl_costs_3,12.85556674003601,250,5000
4,model_with_pwl_costs_4,12.91669511795044,250,5000
5,model_with_pwl_costs_5,12.989248037338257,250,5000
6,model_with_pwl_costs_6,13.031142950057983,250,5000
7,model_with_pwl_costs_7,13.054868936538696,250,5000
8,model_with_pwl_costs_8,12.748559951782227,250,5000
9,model_with_pwl_costs_9,13.312783002853394,250,5000
10,model_with_pwl_costs_10,15.263317823410034,250,5000
11,model_with_pwl_costs_11,12.951586961746216,250,5000
12,model_with_pwl_costs_12,13.141475677490234,250,5000
13,model_with_pwl_costs_13,13.250712156295776,250,5000
14,model_with_pwl_costs_14,13.174739122390747,250,5000
15,model_with_pwl_costs_15,12.825078010559082,250,5000
16,model_with_pwl_costs_16,13.218551874160767,250,5000
17,model_with_pwl_costs_17,12.998331069946289,250,5000
18,model_with_pwl_costs_18,12.972038984298706,250,5000
19,model_with_pwl_costs_19,12.982370138168335,250,5000
20,model_with_pwl_costs_20,12.899961233139038,250,5000
21,model_with_pwl_costs_21,12.99167275428772,250,5000
22,model_with_pwl_costs_22,13.110788822174072,250,5000
23,model_with_pwl_costs_23,13.089484214782715,250,5000
24,model_with_pwl_costs_24,13.14488697052002,250,5000
0,model_with_separate_variables_0,19.703701972961426,500,5000
1,model_with_separate_variables_1,16.983718872070312,500,5000
2,model_with_separate_variables_2,18.354753971099854,500,5000
3,model_with_separate_variables_3,16.78189182281494,500,5000
4,model_with_separate_variables_4,17.809257984161377,500,5000
5,model_with_separate_variables_5,16.69925308227539,500,5000
6,model_with_separate_variables_6,17.467050075531006,500,5000
7,model_with_separate_variables_7,17.937164783477783,500,5000
8,model_with_separate_variables_8,17.60418200492859,500,5000
9,model_with_separate_variables_9,18.733028888702393,500,5000
10,model_with_separate_variables_10,18.324914932250977,500,5000
11,model_with_separate_variables_11,17.16729998588562,500,5000
12,model_with_separate_variables_12,18.68116021156311,500,5000
13,model_with_separate_variables_13,18.058136701583862,500,5000
14,model_with_separate_variables_14,17.22671604156494,500,5000
15,model_with_separate_variables_15,17.67857527732849,500,5000
16,model_with_separate_variables_16,18.710309982299805,500,5000
17,model_with_separate_variables_17,17.676684141159058,500,5000
18,model_with_separate_variables_18,19.059587001800537,500,5000
19,model_with_separate_variables_19,18.550167083740234,500,5000
20,model_with_separate_variables_20,18.88706398010254,500,5000
21,model_with_separate_variables_21,18.104451656341553,500,5000
