model number,model name,time taken to build model (in seconds),number of partitions,partition size
0,model_with_separate_variables_0,0.016870498657226562,250,10
1,model_with_separate_variables_1,0.02125096321105957,250,10
2,model_with_separate_variables_2,0.025016069412231445,250,10
3,model_with_separate_variables_3,0.0375669002532959,250,10
4,model_with_separate_variables_4,0.03396463394165039,250,10
5,model_with_separate_variables_5,0.038609981536865234,250,10
6,model_with_separate_variables_6,0.042317867279052734,250,10
7,model_with_separate_variables_7,0.04643678665161133,250,10
8,model_with_separate_variables_8,0.06183791160583496,250,10
9,model_with_separate_variables_9,0.05568289756774902,250,10
10,model_with_separate_variables_10,0.05948615074157715,250,10
11,model_with_separate_variables_11,0.0641946792602539,250,10
12,model_with_separate_variables_12,0.08028674125671387,250,10
13,model_with_separate_variables_13,0.07314014434814453,250,10
14,model_with_separate_variables_14,0.09056305885314941,250,10
15,model_with_separate_variables_15,0.08166074752807617,250,10
16,model_with_separate_variables_16,0.0855867862701416,250,10
17,model_with_separate_variables_17,0.10401296615600586,250,10
18,model_with_separate_variables_18,0.09471678733825684,250,10
19,model_with_separate_variables_19,0.11687660217285156,250,10
20,model_with_separate_variables_20,0.10524296760559082,250,10
21,model_with_separate_variables_21,0.1264209747314453,250,10
22,model_with_separate_variables_22,0.11196494102478027,250,10
23,model_with_separate_variables_23,0.12849998474121094,250,10
24,model_with_separate_variables_24,0.1141059398651123,250,10
0,model_with_pwl_costs_0,0.0066487789154052734,250,10
1,model_with_pwl_costs_1,0.006432056427001953,250,10
2,model_with_pwl_costs_2,0.006627798080444336,250,10
3,model_with_pwl_costs_3,0.006925106048583984,250,10
4,model_with_pwl_costs_4,0.007114887237548828,250,10
5,model_with_pwl_costs_5,0.007409095764160156,250,10
6,model_with_pwl_costs_6,0.0077359676361083984,250,10
7,model_with_pwl_costs_7,0.007718801498413086,250,10
8,model_with_pwl_costs_8,0.008404970169067383,250,10
9,model_with_pwl_costs_9,0.008632183074951172,250,10
10,model_with_pwl_costs_10,0.008672952651977539,250,10
11,model_with_pwl_costs_11,0.00904703140258789,250,10
12,model_with_pwl_costs_12,0.008962631225585938,250,10
13,model_with_pwl_costs_13,0.009497642517089844,250,10
14,model_with_pwl_costs_14,0.00927281379699707,250,10
15,model_with_pwl_costs_15,0.009701728820800781,250,10
16,model_with_pwl_costs_16,0.010426759719848633,250,10
17,model_with_pwl_costs_17,0.01026153564453125,250,10
18,model_with_pwl_costs_18,0.010344982147216797,250,10
19,model_with_pwl_costs_19,0.010625839233398438,250,10
20,model_with_pwl_costs_20,0.011217832565307617,250,10
21,model_with_pwl_costs_21,0.011393547058105469,250,10
22,model_with_pwl_costs_22,0.011508941650390625,250,10
23,model_with_pwl_costs_23,0.011642932891845703,250,10
24,model_with_pwl_costs_24,0.012087106704711914,250,10
0,model_with_separate_variables_0,0.031075239181518555,500,10
1,model_with_separate_variables_1,0.04026007652282715,500,10
2,model_with_separate_variables_2,0.047831058502197266,500,10
3,model_with_separate_variables_3,0.06602215766906738,500,10
4,model_with_separate_variables_4,0.06456708908081055,500,10
5,model_with_separate_variables_5,0.0725409984588623,500,10
6,model_with_separate_variables_6,0.09188389778137207,500,10
7,model_with_separate_variables_7,0.08782792091369629,500,10
8,model_with_separate_variables_8,0.11045718193054199,500,10
9,model_with_separate_variables_9,0.12155294418334961,500,10
10,model_with_separate_variables_10,0.11207413673400879,500,10
11,model_with_separate_variables_11,0.13586902618408203,500,10
12,model_with_separate_variables_12,0.12850689888000488,500,10
13,model_with_separate_variables_13,0.15288686752319336,500,10
14,model_with_separate_variables_14,0.1691570281982422,500,10
15,model_with_separate_variables_15,0.15400409698486328,500,10
16,model_with_separate_variables_16,0.18053412437438965,500,10
17,model_with_separate_variables_17,0.17096781730651855,500,10
18,model_with_separate_variables_18,0.19722509384155273,500,10
19,model_with_separate_variables_19,0.21655607223510742,500,10
20,model_with_separate_variables_20,0.19716906547546387,500,10
21,model_with_separate_variables_21,0.22494983673095703,500,10
22,model_with_separate_variables_22,0.2134261131286621,500,10
23,model_with_separate_variables_23,0.24941587448120117,500,10
24,model_with_separate_variables_24,0.2574002742767334,500,10
0,model_with_pwl_costs_0,0.011820316314697266,500,10
1,model_with_pwl_costs_1,0.012223005294799805,500,10
2,model_with_pwl_costs_2,0.01265406608581543,500,10
3,model_with_pwl_costs_3,0.013480901718139648,500,10
4,model_with_pwl_costs_4,0.013803243637084961,500,10
5,model_with_pwl_costs_5,0.014199972152709961,500,10
6,model_with_pwl_costs_6,0.014843940734863281,500,10
7,model_with_pwl_costs_7,0.014824867248535156,500,10
8,model_with_pwl_costs_8,0.015412092208862305,500,10
9,model_with_pwl_costs_9,0.01569509506225586,500,10
10,model_with_pwl_costs_10,0.01636528968811035,500,10
11,model_with_pwl_costs_11,0.01590728759765625,500,10
12,model_with_pwl_costs_12,0.01666116714477539,500,10
13,model_with_pwl_costs_13,0.01735401153564453,500,10
14,model_with_pwl_costs_14,0.017575979232788086,500,10
15,model_with_pwl_costs_15,0.018937349319458008,500,10
16,model_with_pwl_costs_16,0.01853203773498535,500,10
17,model_with_pwl_costs_17,0.018882274627685547,500,10
18,model_with_pwl_costs_18,0.020122289657592773,500,10
19,model_with_pwl_costs_19,0.01980304718017578,500,10
20,model_with_pwl_costs_20,0.0206301212310791,500,10
21,model_with_pwl_costs_21,0.021226167678833008,500,10
22,model_with_pwl_costs_22,0.022123098373413086,500,10
23,model_with_pwl_costs_23,0.02260112762451172,500,10
24,model_with_pwl_costs_24,0.02278590202331543,500,10
0,model_with_separate_variables_0,0.0023276805877685547,5,50
1,model_with_separate_variables_1,0.0027048587799072266,5,50
2,model_with_separate_variables_2,0.003162860870361328,5,50
3,model_with_separate_variables_3,0.0035037994384765625,5,50
4,model_with_separate_variables_4,0.003908872604370117,5,50
5,model_with_separate_variables_5,0.004416704177856445,5,50
6,model_with_separate_variables_6,0.004772663116455078,5,50
7,model_with_separate_variables_7,0.005279064178466797,5,50
8,model_with_separate_variables_8,0.005796909332275391,5,50
9,model_with_separate_variables_9,0.01258397102355957,5,50
10,model_with_separate_variables_10,0.006430864334106445,5,50
11,model_with_separate_variables_11,0.006952762603759766,5,50
12,model_with_separate_variables_12,0.007417440414428711,5,50
13,model_with_separate_variables_13,0.007665872573852539,5,50
14,model_with_separate_variables_14,0.008079767227172852,5,50
15,model_with_separate_variables_15,0.0085906982421875,5,50
16,model_with_separate_variables_16,0.008942842483520508,5,50
17,model_with_separate_variables_17,0.009727954864501953,5,50
18,model_with_separate_variables_18,0.009791851043701172,5,50
19,model_with_separate_variables_19,0.010285139083862305,5,50
20,model_with_separate_variables_20,0.010646581649780273,5,50
21,model_with_separate_variables_21,0.011076927185058594,5,50
22,model_with_separate_variables_22,0.011857032775878906,5,50
23,model_with_separate_variables_23,0.01172184944152832,5,50
24,model_with_separate_variables_24,0.011935949325561523,5,50
0,model_with_pwl_costs_0,0.0011739730834960938,5,50
1,model_with_pwl_costs_1,0.0011649131774902344,5,50
2,model_with_pwl_costs_2,0.0011365413665771484,5,50
3,model_with_pwl_costs_3,0.0011730194091796875,5,50
4,model_with_pwl_costs_4,0.0011768341064453125,5,50
5,model_with_pwl_costs_5,0.0011496543884277344,5,50
6,model_with_pwl_costs_6,0.001155853271484375,5,50
7,model_with_pwl_costs_7,0.0011599063873291016,5,50
8,model_with_pwl_costs_8,0.0012137889862060547,5,50
9,model_with_pwl_costs_9,0.001241922378540039,5,50
10,model_with_pwl_costs_10,0.0011899471282958984,5,50
11,model_with_pwl_costs_11,0.0011897087097167969,5,50
12,model_with_pwl_costs_12,0.0012865066528320312,5,50
13,model_with_pwl_costs_13,0.0011930465698242188,5,50
14,model_with_pwl_costs_14,0.0011987686157226562,5,50
15,model_with_pwl_costs_15,0.0012056827545166016,5,50
16,model_with_pwl_costs_16,0.0012128353118896484,5,50
17,model_with_pwl_costs_17,0.0012187957763671875,5,50
18,model_with_pwl_costs_18,0.0012366771697998047,5,50
19,model_with_pwl_costs_19,0.0012450218200683594,5,50
20,model_with_pwl_costs_20,0.0012340545654296875,5,50
21,model_with_pwl_costs_21,0.0012409687042236328,5,50
22,model_with_pwl_costs_22,0.0012447834014892578,5,50
23,model_with_pwl_costs_23,0.0012485980987548828,5,50
24,model_with_pwl_costs_24,0.0012595653533935547,5,50
0,model_with_separate_variables_0,0.0065479278564453125,20,50
1,model_with_separate_variables_1,0.007657051086425781,20,50
2,model_with_separate_variables_2,0.009607076644897461,20,50
3,model_with_separate_variables_3,0.011211872100830078,20,50
4,model_with_separate_variables_4,0.013187885284423828,20,50
5,model_with_separate_variables_5,0.014559030532836914,20,50
6,model_with_separate_variables_6,0.016721010208129883,20,50
7,model_with_separate_variables_7,0.017958879470825195,20,50
8,model_with_separate_variables_8,0.01936626434326172,20,50
9,model_with_separate_variables_9,0.021719932556152344,20,50
10,model_with_separate_variables_10,0.022918224334716797,20,50
11,model_with_separate_variables_11,0.0249021053314209,20,50
12,model_with_separate_variables_12,0.0262911319732666,20,50
13,model_with_separate_variables_13,0.027886152267456055,20,50
14,model_with_separate_variables_14,0.02946305274963379,20,50
15,model_with_separate_variables_15,0.030585289001464844,20,50
16,model_with_separate_variables_16,0.03321528434753418,20,50
17,model_with_separate_variables_17,0.03348112106323242,20,50
18,model_with_separate_variables_18,0.04500889778137207,20,50
19,model_with_separate_variables_19,0.036897897720336914,20,50
20,model_with_separate_variables_20,0.03936505317687988,20,50
21,model_with_separate_variables_21,0.04165196418762207,20,50
22,model_with_separate_variables_22,0.04346609115600586,20,50
23,model_with_separate_variables_23,0.04479026794433594,20,50
24,model_with_separate_variables_24,0.04659914970397949,20,50
0,model_with_pwl_costs_0,0.0017430782318115234,20,50
1,model_with_pwl_costs_1,0.001718282699584961,20,50
2,model_with_pwl_costs_2,0.0017349720001220703,20,50
3,model_with_pwl_costs_3,0.0017800331115722656,20,50
4,model_with_pwl_costs_4,0.0017771720886230469,20,50
5,model_with_pwl_costs_5,0.0017924308776855469,20,50
6,model_with_pwl_costs_6,0.0018091201782226562,20,50
7,model_with_pwl_costs_7,0.0018651485443115234,20,50
8,model_with_pwl_costs_8,0.0019910335540771484,20,50
9,model_with_pwl_costs_9,0.0018620491027832031,20,50
10,model_with_pwl_costs_10,0.0018758773803710938,20,50
11,model_with_pwl_costs_11,0.002048015594482422,20,50
12,model_with_pwl_costs_12,0.0019140243530273438,20,50
13,model_with_pwl_costs_13,0.001940011978149414,20,50
14,model_with_pwl_costs_14,0.0019609928131103516,20,50
15,model_with_pwl_costs_15,0.001978158950805664,20,50
16,model_with_pwl_costs_16,0.0019960403442382812,20,50
17,model_with_pwl_costs_17,0.0020122528076171875,20,50
18,model_with_pwl_costs_18,0.002023935317993164,20,50
19,model_with_pwl_costs_19,0.0020651817321777344,20,50
20,model_with_pwl_costs_20,0.0020651817321777344,20,50
21,model_with_pwl_costs_21,0.0021119117736816406,20,50
22,model_with_pwl_costs_22,0.002183198928833008,20,50
23,model_with_pwl_costs_23,0.0021190643310546875,20,50
24,model_with_pwl_costs_24,0.0021271705627441406,20,50
0,model_with_separate_variables_0,0.014032125473022461,50,50
1,model_with_separate_variables_1,0.01902031898498535,50,50
2,model_with_separate_variables_2,0.02300405502319336,50,50
3,model_with_separate_variables_3,0.02701425552368164,50,50
4,model_with_separate_variables_4,0.031373023986816406,50,50
5,model_with_separate_variables_5,0.03556704521179199,50,50
6,model_with_separate_variables_6,0.04728507995605469,50,50
7,model_with_separate_variables_7,0.043725013732910156,50,50
8,model_with_separate_variables_8,0.04888916015625,50,50
9,model_with_separate_variables_9,0.05123615264892578,50,50
10,model_with_separate_variables_10,0.0561220645904541,50,50
11,model_with_separate_variables_11,0.06120634078979492,50,50
12,model_with_separate_variables_12,0.0638270378112793,50,50
13,model_with_separate_variables_13,0.06793618202209473,50,50
14,model_with_separate_variables_14,0.08501601219177246,50,50
15,model_with_separate_variables_15,0.07654500007629395,50,50
16,model_with_separate_variables_16,0.07910895347595215,50,50
17,model_with_separate_variables_17,0.08340907096862793,50,50
18,model_with_separate_variables_18,0.08833932876586914,50,50
19,model_with_separate_variables_19,0.09317994117736816,50,50
20,model_with_separate_variables_20,0.09649801254272461,50,50
21,model_with_separate_variables_21,0.1150352954864502,50,50
22,model_with_separate_variables_22,0.10451912879943848,50,50
23,model_with_separate_variables_23,0.10915708541870117,50,50
24,model_with_separate_variables_24,0.11424612998962402,50,50
0,model_with_pwl_costs_0,0.002814054489135742,50,50
1,model_with_pwl_costs_1,0.0028200149536132812,50,50
2,model_with_pwl_costs_2,0.0028760433197021484,50,50
3,model_with_pwl_costs_3,0.0029129981994628906,50,50
4,model_with_pwl_costs_4,0.0029449462890625,50,50
5,model_with_pwl_costs_5,0.0030078887939453125,50,50
6,model_with_pwl_costs_6,0.003056049346923828,50,50
7,model_with_pwl_costs_7,0.0030951499938964844,50,50
8,model_with_pwl_costs_8,0.0031270980834960938,50,50
9,model_with_pwl_costs_9,0.003167867660522461,50,50
10,model_with_pwl_costs_10,0.0032110214233398438,50,50
11,model_with_pwl_costs_11,0.0032401084899902344,50,50
12,model_with_pwl_costs_12,0.0033020973205566406,50,50
13,model_with_pwl_costs_13,0.003342151641845703,50,50
14,model_with_pwl_costs_14,0.0033800601959228516,50,50
15,model_with_pwl_costs_15,0.0035500526428222656,50,50
16,model_with_pwl_costs_16,0.003572225570678711,50,50
17,model_with_pwl_costs_17,0.0034911632537841797,50,50
18,model_with_pwl_costs_18,0.00363922119140625,50,50
19,model_with_pwl_costs_19,0.003587961196899414,50,50
20,model_with_pwl_costs_20,0.0039632320404052734,50,50
21,model_with_pwl_costs_21,0.0044403076171875,50,50
22,model_with_pwl_costs_22,0.0036852359771728516,50,50
23,model_with_pwl_costs_23,0.0037200450897216797,50,50
24,model_with_pwl_costs_24,0.003821134567260742,50,50
0,model_with_separate_variables_0,0.028738021850585938,100,50
1,model_with_separate_variables_1,0.03634381294250488,100,50
2,model_with_separate_variables_2,0.053502798080444336,100,50
3,model_with_separate_variables_3,0.05307483673095703,100,50
4,model_with_separate_variables_4,0.06219196319580078,100,50
5,model_with_separate_variables_5,0.06961607933044434,100,50
6,model_with_separate_variables_6,0.07819795608520508,100,50
7,model_with_separate_variables_7,0.09737110137939453,100,50
8,model_with_separate_variables_8,0.09434199333190918,100,50
9,model_with_separate_variables_9,0.10175704956054688,100,50
10,model_with_separate_variables_10,0.10924196243286133,100,50
11,model_with_separate_variables_11,0.1352999210357666,100,50
12,model_with_separate_variables_12,0.12493610382080078,100,50
13,model_with_separate_variables_13,0.132066011428833,100,50
14,model_with_separate_variables_14,0.14146971702575684,100,50
15,model_with_separate_variables_15,0.1759641170501709,100,50
16,model_with_separate_variables_16,0.1664578914642334,100,50
17,model_with_separate_variables_17,0.1707298755645752,100,50
18,model_with_separate_variables_18,0.17628884315490723,100,50
19,model_with_separate_variables_19,0.20842504501342773,100,50
20,model_with_separate_variables_20,0.19374299049377441,100,50
21,model_with_separate_variables_21,0.1991720199584961,100,50
22,model_with_separate_variables_22,0.21300506591796875,100,50
23,model_with_separate_variables_23,0.21902799606323242,100,50
24,model_with_separate_variables_24,0.27910470962524414,100,50
0,model_with_pwl_costs_0,0.005326986312866211,100,50
1,model_with_pwl_costs_1,0.005535125732421875,100,50
2,model_with_pwl_costs_2,0.005603790283203125,100,50
3,model_with_pwl_costs_3,0.005476951599121094,100,50
4,model_with_pwl_costs_4,0.005549907684326172,100,50
5,model_with_pwl_costs_5,0.005524635314941406,100,50
