model number,model name,time taken to build model (in seconds),number of partitions,partition size
0,model_with_separate_variables_0,0.0891869068145752,20,750
1,model_with_separate_variables_1,0.11077284812927246,20,750
2,model_with_separate_variables_2,0.14027023315429688,20,750
3,model_with_separate_variables_3,0.16452908515930176,20,750
4,model_with_separate_variables_4,0.19180798530578613,20,750
5,model_with_separate_variables_5,0.2279670238494873,20,750
6,model_with_separate_variables_6,0.24505400657653809,20,750
7,model_with_separate_variables_7,0.2744619846343994,20,750
8,model_with_separate_variables_8,0.2994248867034912,20,750
9,model_with_separate_variables_9,0.3125789165496826,20,750
10,model_with_separate_variables_10,0.3312559127807617,20,750
11,model_with_separate_variables_11,0.37049269676208496,20,750
12,model_with_separate_variables_12,0.3903226852416992,20,750
13,model_with_separate_variables_13,0.4088170528411865,20,750
14,model_with_separate_variables_14,0.45143580436706543,20,750
15,model_with_separate_variables_15,0.4901270866394043,20,750
16,model_with_separate_variables_16,0.5155229568481445,20,750
17,model_with_separate_variables_17,0.5503301620483398,20,750
18,model_with_separate_variables_18,0.5772020816802979,20,750
19,model_with_separate_variables_19,0.5803461074829102,20,750
20,model_with_separate_variables_20,0.5904889106750488,20,750
21,model_with_separate_variables_21,0.6729841232299805,20,750
22,model_with_separate_variables_22,0.6412198543548584,20,750
23,model_with_separate_variables_23,0.6781101226806641,20,750
24,model_with_separate_variables_24,0.6961550712585449,20,750
0,model_with_pwl_costs_0,0.0071048736572265625,20,750
1,model_with_pwl_costs_1,0.007072925567626953,20,750
2,model_with_pwl_costs_2,0.006785869598388672,20,750
3,model_with_pwl_costs_3,0.018030166625976562,20,750
4,model_with_pwl_costs_4,0.00714111328125,20,750
5,model_with_pwl_costs_5,0.007205009460449219,20,750
6,model_with_pwl_costs_6,0.00719904899597168,20,750
7,model_with_pwl_costs_7,0.007329702377319336,20,750
8,model_with_pwl_costs_8,0.006905794143676758,20,750
9,model_with_pwl_costs_9,0.007760047912597656,20,750
10,model_with_pwl_costs_10,0.00729823112487793,20,750
11,model_with_pwl_costs_11,0.007339954376220703,20,750
12,model_with_pwl_costs_12,0.011133909225463867,20,750
13,model_with_pwl_costs_13,0.007211923599243164,20,750
14,model_with_pwl_costs_14,0.007230043411254883,20,750
15,model_with_pwl_costs_15,0.00714874267578125,20,750
16,model_with_pwl_costs_16,0.0072078704833984375,20,750
17,model_with_pwl_costs_17,0.007174015045166016,20,750
18,model_with_pwl_costs_18,0.007202863693237305,20,750
19,model_with_pwl_costs_19,0.00741887092590332,20,750
20,model_with_pwl_costs_20,0.007395029067993164,20,750
21,model_with_pwl_costs_21,0.007338762283325195,20,750
22,model_with_pwl_costs_22,0.009624958038330078,20,750
23,model_with_pwl_costs_23,0.007343769073486328,20,750
24,model_with_pwl_costs_24,0.0073850154876708984,20,750
0,model_with_separate_variables_0,0.21906518936157227,50,750
1,model_with_separate_variables_1,0.2926597595214844,50,750
2,model_with_separate_variables_2,0.3657069206237793,50,750
3,model_with_separate_variables_3,0.4208807945251465,50,750
4,model_with_separate_variables_4,0.5204319953918457,50,750
5,model_with_separate_variables_5,0.5400948524475098,50,750
6,model_with_separate_variables_6,0.6667129993438721,50,750
7,model_with_separate_variables_7,0.7611598968505859,50,750
8,model_with_separate_variables_8,0.7575619220733643,50,750
9,model_with_separate_variables_9,0.8227899074554443,50,750
10,model_with_separate_variables_10,0.9349608421325684,50,750
11,model_with_separate_variables_11,0.9331181049346924,50,750
12,model_with_separate_variables_12,1.0016200542449951,50,750
13,model_with_separate_variables_13,1.157351016998291,50,750
14,model_with_separate_variables_14,1.128575086593628,50,750
15,model_with_separate_variables_15,1.2225980758666992,50,750
16,model_with_separate_variables_16,1.3803930282592773,50,750
17,model_with_separate_variables_17,1.3834850788116455,50,750
18,model_with_separate_variables_18,1.4444539546966553,50,750
19,model_with_separate_variables_19,1.3989908695220947,50,750
20,model_with_separate_variables_20,1.4959371089935303,50,750
21,model_with_separate_variables_21,1.702620029449463,50,750
22,model_with_separate_variables_22,1.6075339317321777,50,750
23,model_with_separate_variables_23,1.6923160552978516,50,750
24,model_with_separate_variables_24,1.7454071044921875,50,750
0,model_with_pwl_costs_0,0.015173912048339844,50,750
1,model_with_pwl_costs_1,0.015517950057983398,50,750
2,model_with_pwl_costs_2,0.015722274780273438,50,750
3,model_with_pwl_costs_3,0.015398979187011719,50,750
4,model_with_pwl_costs_4,0.01566791534423828,50,750
5,model_with_pwl_costs_5,0.01574420928955078,50,750
6,model_with_pwl_costs_6,0.016179800033569336,50,750
7,model_with_pwl_costs_7,0.015480995178222656,50,750
8,model_with_pwl_costs_8,0.016021013259887695,50,750
9,model_with_pwl_costs_9,0.016074180603027344,50,750
10,model_with_pwl_costs_10,0.015803098678588867,50,750
11,model_with_pwl_costs_11,0.016443967819213867,50,750
12,model_with_pwl_costs_12,0.01659107208251953,50,750
13,model_with_pwl_costs_13,0.01636505126953125,50,750
14,model_with_pwl_costs_14,0.0228729248046875,50,750
15,model_with_pwl_costs_15,0.0167691707611084,50,750
16,model_with_pwl_costs_16,0.016341686248779297,50,750
17,model_with_pwl_costs_17,0.016435861587524414,50,750
18,model_with_pwl_costs_18,0.016829967498779297,50,750
19,model_with_pwl_costs_19,0.016530990600585938,50,750
20,model_with_pwl_costs_20,0.016618728637695312,50,750
21,model_with_pwl_costs_21,0.01710963249206543,50,750
22,model_with_pwl_costs_22,0.016804933547973633,50,750
23,model_with_pwl_costs_23,0.016691207885742188,50,750
24,model_with_pwl_costs_24,0.01665186882019043,50,750
0,model_with_separate_variables_0,0.4233248233795166,100,750
1,model_with_separate_variables_1,0.5725200176239014,100,750
2,model_with_separate_variables_2,0.6776919364929199,100,750
3,model_with_separate_variables_3,0.8363418579101562,100,750
4,model_with_separate_variables_4,0.9741179943084717,100,750
5,model_with_separate_variables_5,1.1230888366699219,100,750
6,model_with_separate_variables_6,1.1665308475494385,100,750
7,model_with_separate_variables_7,1.387345790863037,100,750
8,model_with_separate_variables_8,1.4337270259857178,100,750
9,model_with_separate_variables_9,1.6996278762817383,100,750
10,model_with_separate_variables_10,1.6827237606048584,100,750
11,model_with_separate_variables_11,1.9676120281219482,100,750
12,model_with_separate_variables_12,1.941457748413086,100,750
13,model_with_separate_variables_13,2.0666990280151367,100,750
14,model_with_separate_variables_14,2.394049882888794,100,750
15,model_with_separate_variables_15,2.332657814025879,100,750
16,model_with_separate_variables_16,2.4556448459625244,100,750
17,model_with_separate_variables_17,2.589582920074463,100,750
18,model_with_separate_variables_18,3.0047197341918945,100,750
19,model_with_separate_variables_19,2.892947196960449,100,750
20,model_with_separate_variables_20,3.0131869316101074,100,750
21,model_with_separate_variables_21,3.1113698482513428,100,750
22,model_with_separate_variables_22,3.5109620094299316,100,750
23,model_with_separate_variables_23,3.3938348293304443,100,750
24,model_with_separate_variables_24,3.524803876876831,100,750
0,model_with_pwl_costs_0,0.02932286262512207,100,750
1,model_with_pwl_costs_1,0.029806852340698242,100,750
2,model_with_pwl_costs_2,0.02980661392211914,100,750
3,model_with_pwl_costs_3,0.030127763748168945,100,750
4,model_with_pwl_costs_4,0.03007674217224121,100,750
5,model_with_pwl_costs_5,0.03638267517089844,100,750
6,model_with_pwl_costs_6,0.030737876892089844,100,750
7,model_with_pwl_costs_7,0.03097987174987793,100,750
8,model_with_pwl_costs_8,0.03080892562866211,100,750
9,model_with_pwl_costs_9,0.03108072280883789,100,750
10,model_with_pwl_costs_10,0.03106689453125,100,750
11,model_with_pwl_costs_11,0.031424760818481445,100,750
12,model_with_pwl_costs_12,0.03153872489929199,100,750
13,model_with_pwl_costs_13,0.03168487548828125,100,750
14,model_with_pwl_costs_14,0.03118896484375,100,750
15,model_with_pwl_costs_15,0.03226876258850098,100,750
16,model_with_pwl_costs_16,0.03173398971557617,100,750
17,model_with_pwl_costs_17,0.032044172286987305,100,750
18,model_with_pwl_costs_18,0.032095909118652344,100,750
19,model_with_pwl_costs_19,0.03220057487487793,100,750
20,model_with_pwl_costs_20,0.03152871131896973,100,750
21,model_with_pwl_costs_21,0.03192472457885742,100,750
22,model_with_pwl_costs_22,0.03173685073852539,100,750
23,model_with_pwl_costs_23,0.03201103210449219,100,750
24,model_with_pwl_costs_24,0.032251834869384766,100,750
0,model_with_separate_variables_0,0.9803698062896729,250,750
1,model_with_separate_variables_1,1.3413546085357666,250,750
2,model_with_separate_variables_2,1.8023037910461426,250,750
3,model_with_separate_variables_3,2.1906256675720215,250,750
4,model_with_separate_variables_4,2.5766639709472656,250,750
5,model_with_separate_variables_5,2.816857099533081,250,750
6,model_with_separate_variables_6,3.170694589614868,250,750
7,model_with_separate_variables_7,3.3633148670196533,250,750
8,model_with_separate_variables_8,3.908306837081909,250,750
9,model_with_separate_variables_9,3.9667325019836426,250,750
10,model_with_separate_variables_10,4.557366609573364,250,750
11,model_with_separate_variables_11,4.6567158699035645,250,750
12,model_with_separate_variables_12,5.263136625289917,250,750
13,model_with_separate_variables_13,5.36985969543457,250,750
14,model_with_separate_variables_14,5.938866853713989,250,750
15,model_with_separate_variables_15,6.521043539047241,250,750
16,model_with_separate_variables_16,6.318424701690674,250,750
17,model_with_separate_variables_17,6.667369842529297,250,750
18,model_with_separate_variables_18,6.983266115188599,250,750
19,model_with_separate_variables_19,7.864425897598267,250,750
20,model_with_separate_variables_20,7.674824953079224,250,750
21,model_with_separate_variables_21,8.273266792297363,250,750
22,model_with_separate_variables_22,8.376217603683472,250,750
23,model_with_separate_variables_23,8.686460733413696,250,750
24,model_with_separate_variables_24,9.691202640533447,250,750
0,model_with_pwl_costs_0,0.071502685546875,250,750
1,model_with_pwl_costs_1,0.07379579544067383,250,750
2,model_with_pwl_costs_2,0.0778346061706543,250,750
3,model_with_pwl_costs_3,0.07425260543823242,250,750
4,model_with_pwl_costs_4,0.07427501678466797,250,750
5,model_with_pwl_costs_5,0.07353448867797852,250,750
6,model_with_pwl_costs_6,0.0732107162475586,250,750
7,model_with_pwl_costs_7,0.07401871681213379,250,750
8,model_with_pwl_costs_8,0.07509064674377441,250,750
9,model_with_pwl_costs_9,0.07425570487976074,250,750
10,model_with_pwl_costs_10,0.07443976402282715,250,750
11,model_with_pwl_costs_11,0.0754396915435791,250,750
12,model_with_pwl_costs_12,0.07658696174621582,250,750
13,model_with_pwl_costs_13,0.07817792892456055,250,750
14,model_with_pwl_costs_14,0.07625985145568848,250,750
15,model_with_pwl_costs_15,0.07677865028381348,250,750
16,model_with_pwl_costs_16,0.07733654975891113,250,750
17,model_with_pwl_costs_17,0.07603883743286133,250,750
18,model_with_pwl_costs_18,0.07662081718444824,250,750
19,model_with_pwl_costs_19,0.07728385925292969,250,750
20,model_with_pwl_costs_20,0.07793951034545898,250,750
21,model_with_pwl_costs_21,0.07743167877197266,250,750
22,model_with_pwl_costs_22,0.07836461067199707,250,750
23,model_with_pwl_costs_23,0.0781717300415039,250,750
24,model_with_pwl_costs_24,0.07782173156738281,250,750
0,model_with_separate_variables_0,2.2972819805145264,500,750
1,model_with_separate_variables_1,2.89231014251709,500,750
2,model_with_separate_variables_2,3.6930956840515137,500,750
3,model_with_separate_variables_3,4.312353134155273,500,750
4,model_with_separate_variables_4,4.913721799850464,500,750
5,model_with_separate_variables_5,5.7232067584991455,500,750
6,model_with_separate_variables_6,6.510312557220459,500,750
7,model_with_separate_variables_7,7.043543815612793,500,750
8,model_with_separate_variables_8,7.820958137512207,500,750
9,model_with_separate_variables_9,8.07866382598877,500,750
10,model_with_separate_variables_10,9.312424898147583,500,750
11,model_with_separate_variables_11,9.364335060119629,500,750
12,model_with_separate_variables_12,10.80243968963623,500,750
13,model_with_separate_variables_13,10.867485046386719,500,750
14,model_with_separate_variables_14,11.707991123199463,500,750
15,model_with_separate_variables_15,12.800804853439331,500,750
16,model_with_separate_variables_16,12.778893947601318,500,750
17,model_with_separate_variables_17,13.353137016296387,500,750
18,model_with_separate_variables_18,14.01134991645813,500,750
19,model_with_separate_variables_19,15.737725973129272,500,750
20,model_with_separate_variables_20,15.34307599067688,500,750
21,model_with_separate_variables_21,15.937534093856812,500,750
22,model_with_separate_variables_22,16.823911666870117,500,750
23,model_with_separate_variables_23,18.9789776802063,500,750
24,model_with_separate_variables_24,18.145216941833496,500,750
0,model_with_pwl_costs_0,0.14649105072021484,500,750
1,model_with_pwl_costs_1,0.14622092247009277,500,750
2,model_with_pwl_costs_2,0.14430880546569824,500,750
3,model_with_pwl_costs_3,0.1508197784423828,500,750
4,model_with_pwl_costs_4,0.14743804931640625,500,750
5,model_with_pwl_costs_5,0.14692974090576172,500,750
6,model_with_pwl_costs_6,0.14707088470458984,500,750
7,model_with_pwl_costs_7,0.15109896659851074,500,750
8,model_with_pwl_costs_8,0.15116190910339355,500,750
9,model_with_pwl_costs_9,0.14850306510925293,500,750
10,model_with_pwl_costs_10,0.1508781909942627,500,750
11,model_with_pwl_costs_11,0.14790081977844238,500,750
12,model_with_pwl_costs_12,0.15177202224731445,500,750
13,model_with_pwl_costs_13,0.15167593955993652,500,750
14,model_with_pwl_costs_14,0.1508808135986328,500,750
15,model_with_pwl_costs_15,0.15499401092529297,500,750
16,model_with_pwl_costs_16,0.15496397018432617,500,750
17,model_with_pwl_costs_17,0.15400052070617676,500,750
18,model_with_pwl_costs_18,0.15479111671447754,500,750
19,model_with_pwl_costs_19,0.15487456321716309,500,750
20,model_with_pwl_costs_20,0.1545250415802002,500,750
21,model_with_pwl_costs_21,0.1551058292388916,500,750
22,model_with_pwl_costs_22,0.15285301208496094,500,750
23,model_with_pwl_costs_23,0.15564203262329102,500,750
24,model_with_pwl_costs_24,0.15491390228271484,500,750
0,model_with_separate_variables_0,0.02668619155883789,5,1000
1,model_with_separate_variables_1,0.03613615036010742,5,1000
2,model_with_separate_variables_2,0.044480085372924805,5,1000
3,model_with_separate_variables_3,0.05324220657348633,5,1000
4,model_with_separate_variables_4,0.0619354248046875,5,1000
5,model_with_separate_variables_5,0.06938290596008301,5,1000
6,model_with_separate_variables_6,0.07732534408569336,5,1000
7,model_with_separate_variables_7,0.08523201942443848,5,1000
8,model_with_separate_variables_8,0.09501123428344727,5,1000
9,model_with_separate_variables_9,0.10624003410339355,5,1000
10,model_with_separate_variables_10,0.11088728904724121,5,1000
11,model_with_separate_variables_11,0.11839699745178223,5,1000
12,model_with_separate_variables_12,0.1256580352783203,5,1000
13,model_with_separate_variables_13,0.1351151466369629,5,1000
14,model_with_separate_variables_14,0.1449439525604248,5,1000
15,model_with_separate_variables_15,0.1520702838897705,5,1000
16,model_with_separate_variables_16,0.16066217422485352,5,1000
17,model_with_separate_variables_17,0.16986894607543945,5,1000
18,model_with_separate_variables_18,0.17301106452941895,5,1000
19,model_with_separate_variables_19,0.18628501892089844,5,1000
20,model_with_separate_variables_20,0.19396424293518066,5,1000
21,model_with_separate_variables_21,0.20186305046081543,5,1000
22,model_with_separate_variables_22,0.21076416969299316,5,1000
23,model_with_separate_variables_23,0.21739602088928223,5,1000
24,model_with_separate_variables_24,0.2286849021911621,5,1000
0,model_with_pwl_costs_0,0.0029942989349365234,5,1000
1,model_with_pwl_costs_1,0.0030062198638916016,5,1000
2,model_with_pwl_costs_2,0.0037140846252441406,5,1000
3,model_with_pwl_costs_3,0.0030193328857421875,5,1000
4,model_with_pwl_costs_4,0.00298309326171875,5,1000
5,model_with_pwl_costs_5,0.0030138492584228516,5,1000
6,model_with_pwl_costs_6,0.0029630661010742188,5,1000
7,model_with_pwl_costs_7,0.0029931068420410156,5,1000
8,model_with_pwl_costs_8,0.003039121627807617,5,1000
9,model_with_pwl_costs_9,0.0030040740966796875,5,1000
10,model_with_pwl_costs_10,0.003093242645263672,5,1000
11,model_with_pwl_costs_11,0.0030469894409179688,5,1000
12,model_with_pwl_costs_12,0.003052234649658203,5,1000
13,model_with_pwl_costs_13,0.0030198097229003906,5,1000
14,model_with_pwl_costs_14,0.0030519962310791016,5,1000
15,model_with_pwl_costs_15,0.003055095672607422,5,1000
16,model_with_pwl_costs_16,0.0030689239501953125,5,1000
17,model_with_pwl_costs_17,0.0031104087829589844,5,1000
18,model_with_pwl_costs_18,0.003246307373046875,5,1000
19,model_with_pwl_costs_19,0.0031690597534179688,5,1000
20,model_with_pwl_costs_20,0.003080129623413086,5,1000
21,model_with_pwl_costs_21,0.003107309341430664,5,1000
22,model_with_pwl_costs_22,0.0030660629272460938,5,1000
23,model_with_pwl_costs_23,0.0030639171600341797,5,1000
24,model_with_pwl_costs_24,0.003184080123901367,5,1000
0,model_with_separate_variables_0,0.10497093200683594,20,1000
1,model_with_separate_variables_1,0.13934969902038574,20,1000
2,model_with_separate_variables_2,0.1924288272857666,20,1000
3,model_with_separate_variables_3,0.20832300186157227,20,1000
4,model_with_separate_variables_4,0.26262402534484863,20,1000
5,model_with_separate_variables_5,0.3003828525543213,20,1000
6,model_with_separate_variables_6,0.30782103538513184,20,1000
7,model_with_separate_variables_7,0.38190484046936035,20,1000
8,model_with_separate_variables_8,0.37505388259887695,20,1000
9,model_with_separate_variables_9,0.40997886657714844,20,1000
10,model_with_separate_variables_10,0.4915659427642822,20,1000
11,model_with_separate_variables_11,0.48360490798950195,20,1000
12,model_with_separate_variables_12,0.5159590244293213,20,1000
13,model_with_separate_variables_13,0.5975079536437988,20,1000
14,model_with_separate_variables_14,0.591141939163208,20,1000
15,model_with_separate_variables_15,0.6169021129608154,20,1000
16,model_with_separate_variables_16,0.6530110836029053,20,1000
17,model_with_separate_variables_17,0.7665178775787354,20,1000
18,model_with_separate_variables_18,0.7138941287994385,20,1000
19,model_with_separate_variables_19,0.7529497146606445,20,1000
20,model_with_separate_variables_20,0.7772960662841797,20,1000
21,model_with_separate_variables_21,0.8158128261566162,20,1000
22,model_with_separate_variables_22,0.923588752746582,20,1000
23,model_with_separate_variables_23,0.8945550918579102,20,1000
24,model_with_separate_variables_24,0.9165349006652832,20,1000
0,model_with_pwl_costs_0,0.009380102157592773,20,1000
1,model_with_pwl_costs_1,0.008475303649902344,20,1000
2,model_with_pwl_costs_2,0.008492231369018555,20,1000
3,model_with_pwl_costs_3,0.00847005844116211,20,1000
4,model_with_pwl_costs_4,0.008645057678222656,20,1000
5,model_with_pwl_costs_5,0.00887608528137207,20,1000
6,model_with_pwl_costs_6,0.008744001388549805,20,1000
7,model_with_pwl_costs_7,0.008546829223632812,20,1000
8,model_with_pwl_costs_8,0.008902788162231445,20,1000
9,model_with_pwl_costs_9,0.008505821228027344,20,1000
10,model_with_pwl_costs_10,0.009428977966308594,20,1000
11,model_with_pwl_costs_11,0.009153127670288086,20,1000
12,model_with_pwl_costs_12,0.008936643600463867,20,1000
13,model_with_pwl_costs_13,0.008545875549316406,20,1000
14,model_with_pwl_costs_14,0.008973121643066406,20,1000
15,model_with_pwl_costs_15,0.00857686996459961,20,1000
16,model_with_pwl_costs_16,0.009039878845214844,20,1000
17,model_with_pwl_costs_17,0.008952856063842773,20,1000
18,model_with_pwl_costs_18,0.008962154388427734,20,1000
19,model_with_pwl_costs_19,0.008783102035522461,20,1000
20,model_with_pwl_costs_20,0.008713006973266602,20,1000
21,model_with_pwl_costs_21,0.009170055389404297,20,1000
22,model_with_pwl_costs_22,0.0278317928314209,20,1000
23,model_with_pwl_costs_23,0.009140968322753906,20,1000
24,model_with_pwl_costs_24,0.009272098541259766,20,1000
0,model_with_separate_variables_0,0.26087212562561035,50,1000
1,model_with_separate_variables_1,0.3456590175628662,50,1000
2,model_with_separate_variables_2,0.4645853042602539,50,1000
3,model_with_separate_variables_3,0.5609991550445557,50,1000
4,model_with_separate_variables_4,0.6474950313568115,50,1000
5,model_with_separate_variables_5,0.7482562065124512,50,1000
6,model_with_separate_variables_6,0.7945470809936523,50,1000
7,model_with_separate_variables_7,0.9345221519470215,50,1000
8,model_with_separate_variables_8,0.9218361377716064,50,1000
9,model_with_separate_variables_9,1.1012160778045654,50,1000
10,model_with_separate_variables_10,1.1101770401000977,50,1000
11,model_with_separate_variables_11,1.3142790794372559,50,1000
12,model_with_separate_variables_12,1.2847959995269775,50,1000
13,model_with_separate_variables_13,1.4106199741363525,50,1000
14,model_with_separate_variables_14,1.5837671756744385,50,1000
15,model_with_separate_variables_15,1.5508713722229004,50,1000
16,model_with_separate_variables_16,1.6083478927612305,50,1000
17,model_with_separate_variables_17,1.7002151012420654,50,1000
18,model_with_separate_variables_18,1.9948770999908447,50,1000
19,model_with_separate_variables_19,1.8923938274383545,50,1000
20,model_with_separate_variables_20,1.989410400390625,50,1000
21,model_with_separate_variables_21,2.068256139755249,50,1000
22,model_with_separate_variables_22,2.1648499965667725,50,1000
23,model_with_separate_variables_23,2.442417860031128,50,1000
24,model_with_separate_variables_24,2.34914231300354,50,1000
0,model_with_pwl_costs_0,0.01959824562072754,50,1000
1,model_with_pwl_costs_1,0.019564151763916016,50,1000
2,model_with_pwl_costs_2,0.0328519344329834,50,1000
3,model_with_pwl_costs_3,0.019815921783447266,50,1000
4,model_with_pwl_costs_4,0.020446062088012695,50,1000
5,model_with_pwl_costs_5,0.019845008850097656,50,1000
6,model_with_pwl_costs_6,0.0203704833984375,50,1000
7,model_with_pwl_costs_7,0.02031087875366211,50,1000
8,model_with_pwl_costs_8,0.020229339599609375,50,1000
9,model_with_pwl_costs_9,0.020626306533813477,50,1000
10,model_with_pwl_costs_10,0.020757198333740234,50,1000
11,model_with_pwl_costs_11,0.020519018173217773,50,1000
12,model_with_pwl_costs_12,0.021044015884399414,50,1000
13,model_with_pwl_costs_13,0.020510196685791016,50,1000
14,model_with_pwl_costs_14,0.020736217498779297,50,1000
15,model_with_pwl_costs_15,0.020570039749145508,50,1000
16,model_with_pwl_costs_16,0.02126002311706543,50,1000
17,model_with_pwl_costs_17,0.021888256072998047,50,1000
18,model_with_pwl_costs_18,0.02086806297302246,50,1000
19,model_with_pwl_costs_19,0.020968198776245117,50,1000
20,model_with_pwl_costs_20,0.02106618881225586,50,1000
21,model_with_pwl_costs_21,0.0211489200592041,50,1000
22,model_with_pwl_costs_22,0.02127981185913086,50,1000
23,model_with_pwl_costs_23,0.02120208740234375,50,1000
24,model_with_pwl_costs_24,0.02174997329711914,50,1000
0,model_with_separate_variables_0,0.5456256866455078,100,1000
1,model_with_separate_variables_1,0.7658398151397705,100,1000
2,model_with_separate_variables_2,0.9616625308990479,100,1000
3,model_with_separate_variables_3,1.1086158752441406,100,1000
4,model_with_separate_variables_4,1.294294834136963,100,1000
5,model_with_separate_variables_5,1.4106016159057617,100,1000
6,model_with_separate_variables_6,1.6852147579193115,100,1000
7,model_with_separate_variables_7,1.8513998985290527,100,1000
8,model_with_separate_variables_8,1.9097986221313477,100,1000
9,model_with_separate_variables_9,2.2263858318328857,100,1000
10,model_with_separate_variables_10,2.243600845336914,100,1000
11,model_with_separate_variables_11,2.4494385719299316,100,1000
12,model_with_separate_variables_12,2.767587900161743,100,1000
13,model_with_separate_variables_13,2.8877718448638916,100,1000
14,model_with_separate_variables_14,2.956303834915161,100,1000
15,model_with_separate_variables_15,3.3591675758361816,100,1000
16,model_with_separate_variables_16,3.3182196617126465,100,1000
17,model_with_separate_variables_17,3.4846837520599365,100,1000
18,model_with_separate_variables_18,3.7143168449401855,100,1000
19,model_with_separate_variables_19,4.121535778045654,100,1000
20,model_with_separate_variables_20,4.068182706832886,100,1000
21,model_with_separate_variables_21,4.372241735458374,100,1000
22,model_with_separate_variables_22,4.415690660476685,100,1000
23,model_with_separate_variables_23,5.056198835372925,100,1000
24,model_with_separate_variables_24,4.884620666503906,100,1000
0,model_with_pwl_costs_0,0.03837394714355469,100,1000
1,model_with_pwl_costs_1,0.0389704704284668,100,1000
2,model_with_pwl_costs_2,0.03933072090148926,100,1000
3,model_with_pwl_costs_3,0.03882479667663574,100,1000
4,model_with_pwl_costs_4,0.0398256778717041,100,1000
5,model_with_pwl_costs_5,0.03986072540283203,100,1000
6,model_with_pwl_costs_6,0.03904891014099121,100,1000
7,model_with_pwl_costs_7,0.04036688804626465,100,1000
8,model_with_pwl_costs_8,0.03998756408691406,100,1000
9,model_with_pwl_costs_9,0.03937053680419922,100,1000
10,model_with_pwl_costs_10,0.04030275344848633,100,1000
11,model_with_pwl_costs_11,0.04014945030212402,100,1000
12,model_with_pwl_costs_12,0.040419578552246094,100,1000
13,model_with_pwl_costs_13,0.04082155227661133,100,1000
14,model_with_pwl_costs_14,0.040540456771850586,100,1000
15,model_with_pwl_costs_15,0.039885759353637695,100,1000
16,model_with_pwl_costs_16,0.040456533432006836,100,1000
17,model_with_pwl_costs_17,0.04275679588317871,100,1000
18,model_with_pwl_costs_18,0.04028749465942383,100,1000
19,model_with_pwl_costs_19,0.04115557670593262,100,1000
20,model_with_pwl_costs_20,0.04142260551452637,100,1000
21,model_with_pwl_costs_21,0.04121756553649902,100,1000
22,model_with_pwl_costs_22,0.04134559631347656,100,1000
23,model_with_pwl_costs_23,0.041678667068481445,100,1000
24,model_with_pwl_costs_24,0.041365623474121094,100,1000
0,model_with_separate_variables_0,1.2977406978607178,250,1000
1,model_with_separate_variables_1,1.843470811843872,250,1000
2,model_with_separate_variables_2,2.3268327713012695,250,1000
3,model_with_separate_variables_3,2.9458556175231934,250,1000
4,model_with_separate_variables_4,3.290611982345581,250,1000
5,model_with_separate_variables_5,3.6180598735809326,250,1000
6,model_with_separate_variables_6,4.32385778427124,250,1000
7,model_with_separate_variables_7,4.703242778778076,250,1000
8,model_with_separate_variables_8,4.909607887268066,250,1000
9,model_with_separate_variables_9,5.738955974578857,250,1000
10,model_with_separate_variables_10,5.808811664581299,250,1000
11,model_with_separate_variables_11,6.326578855514526,250,1000
12,model_with_separate_variables_12,7.259980916976929,250,1000
13,model_with_separate_variables_13,7.348858833312988,250,1000
14,model_with_separate_variables_14,7.714536905288696,250,1000
15,model_with_separate_variables_15,8.571358919143677,250,1000
16,model_with_separate_variables_16,8.46750783920288,250,1000
17,model_with_separate_variables_17,8.868937730789185,250,1000
18,model_with_separate_variables_18,9.400979995727539,250,1000
19,model_with_separate_variables_19,10.610607862472534,250,1000
20,model_with_separate_variables_20,10.492031812667847,250,1000
21,model_with_separate_variables_21,10.852349758148193,250,1000
22,model_with_separate_variables_22,11.36189889907837,250,1000
23,model_with_separate_variables_23,12.282367706298828,250,1000
24,model_with_separate_variables_24,11.99595308303833,250,1000
0,model_with_pwl_costs_0,0.09700179100036621,250,1000
1,model_with_pwl_costs_1,0.1068878173828125,250,1000
2,model_with_pwl_costs_2,0.09690070152282715,250,1000
3,model_with_pwl_costs_3,0.09576892852783203,250,1000
4,model_with_pwl_costs_4,0.09351110458374023,250,1000
5,model_with_pwl_costs_5,0.09581995010375977,250,1000
6,model_with_pwl_costs_6,0.09677910804748535,250,1000
7,model_with_pwl_costs_7,0.0964658260345459,250,1000
8,model_with_pwl_costs_8,0.09763193130493164,250,1000
9,model_with_pwl_costs_9,0.0970456600189209,250,1000
10,model_with_pwl_costs_10,0.09692573547363281,250,1000
11,model_with_pwl_costs_11,0.10117077827453613,250,1000
12,model_with_pwl_costs_12,0.09719300270080566,250,1000
13,model_with_pwl_costs_13,0.09761381149291992,250,1000
14,model_with_pwl_costs_14,0.09719491004943848,250,1000
15,model_with_pwl_costs_15,0.10022902488708496,250,1000
16,model_with_pwl_costs_16,0.09865379333496094,250,1000
17,model_with_pwl_costs_17,0.09703183174133301,250,1000
18,model_with_pwl_costs_18,0.09702777862548828,250,1000
19,model_with_pwl_costs_19,0.09698796272277832,250,1000
20,model_with_pwl_costs_20,0.09854316711425781,250,1000
21,model_with_pwl_costs_21,0.10033869743347168,250,1000
22,model_with_pwl_costs_22,0.09904265403747559,250,1000
23,model_with_pwl_costs_23,0.09993290901184082,250,1000
24,model_with_pwl_costs_24,0.10124492645263672,250,1000
0,model_with_separate_variables_0,2.6366183757781982,500,1000
