model number,model name,time taken to optimise (in seconds),number of partitions,partition size,time taken to build model (in seconds)
16,model_with_separate_variables_16,0.0002090930938720703,20,10,0.007328033447265625
17,model_with_separate_variables_17,0.000209808349609375,20,10,0.0076160430908203125
18,model_with_separate_variables_18,0.000209808349609375,20,10,0.008133888244628906
19,model_with_separate_variables_19,0.000209808349609375,20,10,0.008289098739624023
20,model_with_separate_variables_20,0.0002110004425048828,20,10,0.008699178695678711
21,model_with_separate_variables_21,0.00021219253540039065,20,10,0.009063243865966795
22,model_with_separate_variables_22,0.0002007484436035156,20,10,0.009449005126953123
23,model_with_separate_variables_23,0.00021195411682128904,20,10,0.009723901748657228
24,model_with_separate_variables_24,0.0002081394195556641,20,10,0.010028839111328123
0,model_with_pwl_costs_0,0.00014495849609375,20,10,0.0014500617980957033
1,model_with_pwl_costs_1,0.0001220703125,20,10,0.0014111995697021484
2,model_with_pwl_costs_2,0.00011801719665527344,20,10,0.0014312267303466795
3,model_with_pwl_costs_3,0.00011897087097167969,20,10,0.001446247100830078
4,model_with_pwl_costs_4,0.00011920928955078125,20,10,0.001462697982788086
5,model_with_pwl_costs_5,0.00011801719665527344,20,10,0.001483917236328125
6,model_with_pwl_costs_6,0.00012493133544921875,20,10,0.0015208721160888672
7,model_with_pwl_costs_7,0.00011992454528808594,20,10,0.0015358924865722654
8,model_with_pwl_costs_8,0.00011515617370605469,20,10,0.0015861988067626953
9,model_with_pwl_costs_9,0.0001068115234375,20,10,0.0015730857849121096
10,model_with_pwl_costs_10,0.00011610984802246094,20,10,0.0015859603881835938
11,model_with_pwl_costs_11,0.00010895729064941406,20,10,0.0016050338745117188
12,model_with_pwl_costs_12,0.00011110305786132812,20,10,0.0016241073608398438
13,model_with_pwl_costs_13,0.00011420249938964844,20,10,0.001651763916015625
14,model_with_pwl_costs_14,0.00011610984802246094,20,10,0.00167083740234375
15,model_with_pwl_costs_15,0.00011491775512695312,20,10,0.0016870498657226562
16,model_with_pwl_costs_16,0.00011277198791503906,20,10,0.0017018318176269533
17,model_with_pwl_costs_17,0.00011491775512695312,20,10,0.0018339157104492188
18,model_with_pwl_costs_18,0.00012183189392089844,20,10,0.0017938613891601562
19,model_with_pwl_costs_19,0.0001201629638671875,20,10,0.0017688274383544922
20,model_with_pwl_costs_20,0.00011801719665527344,20,10,0.0017852783203125
21,model_with_pwl_costs_21,0.0001201629638671875,20,10,0.0018002986907958984
22,model_with_pwl_costs_22,0.00011205673217773438,20,10,0.0018134117126464844
23,model_with_pwl_costs_23,0.00011801719665527344,20,10,0.001825094223022461
24,model_with_pwl_costs_24,0.0001277923583984375,20,10,0.0018448829650878906
0,model_with_separate_variables_0,0.0006120204925537108,50,10,0.004259824752807617
1,model_with_separate_variables_1,0.0005462169647216797,50,10,0.004794836044311523
2,model_with_separate_variables_2,0.0005249977111816406,50,10,0.005650758743286133
3,model_with_separate_variables_3,0.0005240440368652344,50,10,0.006464004516601562
4,model_with_separate_variables_4,0.0005362033843994142,50,10,0.007164955139160156
5,model_with_separate_variables_5,0.0005381107330322267,50,10,0.00851893424987793
6,model_with_separate_variables_6,0.0005629062652587892,50,10,0.008881092071533203
7,model_with_separate_variables_7,0.0005309581756591797,50,10,0.009657621383666992
8,model_with_separate_variables_8,0.0005311965942382811,50,10,0.010213851928710938
9,model_with_separate_variables_9,0.0005209445953369142,50,10,0.011265993118286131
10,model_with_separate_variables_10,0.0005209445953369142,50,10,0.011999845504760742
11,model_with_separate_variables_11,0.0005321502685546875,50,10,0.02024984359741211
12,model_with_separate_variables_12,0.0005450248718261719,50,10,0.01392197608947754
13,model_with_separate_variables_13,0.0005280971527099608,50,10,0.014836788177490234
14,model_with_separate_variables_14,0.0005269050598144531,50,10,0.015556812286376953
15,model_with_separate_variables_15,0.0005161762237548828,50,10,0.016731977462768555
16,model_with_separate_variables_16,0.0005278587341308594,50,10,0.017702102661132812
17,model_with_separate_variables_17,0.0005261898040771483,50,10,0.01854395866394043
18,model_with_separate_variables_18,0.0005578994750976561,50,10,0.01915287971496582
19,model_with_separate_variables_19,0.0005481243133544922,50,10,0.019716739654541016
20,model_with_separate_variables_20,0.0005559921264648439,50,10,0.021301984786987305
21,model_with_separate_variables_21,0.0005588531494140625,50,10,0.021532058715820312
22,model_with_separate_variables_22,0.00055694580078125,50,10,0.022914648056030273
23,model_with_separate_variables_23,0.0005619525909423828,50,10,0.03234291076660156
24,model_with_separate_variables_24,0.0005440711975097656,50,10,0.024612903594970703
0,model_with_pwl_costs_0,0.00017595291137695312,50,10,0.002274036407470703
1,model_with_pwl_costs_1,0.00017595291137695312,50,10,0.002106904983520508
2,model_with_pwl_costs_2,0.00016570091247558594,50,10,0.0021500587463378906
3,model_with_pwl_costs_3,0.0001709461212158203,50,10,0.002198934555053711
4,model_with_pwl_costs_4,0.0001728534698486328,50,10,0.0022470951080322266
5,model_with_pwl_costs_5,0.00017404556274414062,50,10,0.002284765243530273
6,model_with_pwl_costs_6,0.00017786026000976562,50,10,0.002331972122192383
7,model_with_pwl_costs_7,0.0001628398895263672,50,10,0.002390623092651367
8,model_with_pwl_costs_8,0.00016689300537109375,50,10,0.0024149417877197266
9,model_with_pwl_costs_9,0.0001647472381591797,50,10,0.002456188201904297
10,model_with_pwl_costs_10,0.00016307830810546875,50,10,0.0025207996368408203
11,model_with_pwl_costs_11,0.0001659393310546875,50,10,0.002614736557006836
12,model_with_pwl_costs_12,0.00017213821411132812,50,10,0.002733707427978516
13,model_with_pwl_costs_13,0.0001780986785888672,50,10,0.002682924270629883
14,model_with_pwl_costs_14,0.00016498565673828125,50,10,0.002692699432373047
15,model_with_pwl_costs_15,0.0001709461212158203,50,10,0.002743721008300781
16,model_with_pwl_costs_16,0.00017976760864257812,50,10,0.0027747154235839844
17,model_with_pwl_costs_17,0.00016880035400390625,50,10,0.0028400421142578125
18,model_with_pwl_costs_18,0.0001671314239501953,50,10,0.002890825271606445
19,model_with_pwl_costs_19,0.0001690387725830078,50,10,0.0029129981994628906
20,model_with_pwl_costs_20,0.00017595291137695312,50,10,0.0031027793884277344
21,model_with_pwl_costs_21,0.00017309188842773438,50,10,0.00310516357421875
22,model_with_pwl_costs_22,0.00015616416931152344,50,10,0.003094673156738281
23,model_with_pwl_costs_23,0.00015807151794433594,50,10,0.00337982177734375
24,model_with_pwl_costs_24,0.00016689300537109375,50,10,0.003165006637573242
0,model_with_separate_variables_0,0.0010576248168945312,100,10,0.007487058639526367
1,model_with_separate_variables_1,0.0009903907775878906,100,10,0.009092092514038086
2,model_with_separate_variables_2,0.000979900360107422,100,10,0.01076817512512207
3,model_with_separate_variables_3,0.0009927749633789062,100,10,0.012151241302490234
4,model_with_separate_variables_4,0.0009829998016357422,100,10,0.014242172241210938
5,model_with_separate_variables_5,0.0009999275207519533,100,10,0.01586318016052246
6,model_with_separate_variables_6,0.0009827613830566406,100,10,0.017448902130126953
7,model_with_separate_variables_7,0.0009868144989013672,100,10,0.019397974014282227
8,model_with_separate_variables_8,0.0009627342224121094,100,10,0.020779132843017575
9,model_with_separate_variables_9,0.0010399818420410156,100,10,0.02243137359619141
10,model_with_separate_variables_10,0.0010123252868652344,100,10,0.0241851806640625
11,model_with_separate_variables_11,0.001043081283569336,100,10,0.034621000289916985
12,model_with_separate_variables_12,0.0010411739349365234,100,10,0.02728128433227539
13,model_with_separate_variables_13,0.0010330677032470703,100,10,0.02912139892578125
14,model_with_separate_variables_14,0.0010449886322021484,100,10,0.030791282653808594
15,model_with_separate_variables_15,0.0010349750518798828,100,10,0.03297615051269531
16,model_with_separate_variables_16,0.0010411739349365234,100,10,0.034302949905395515
17,model_with_separate_variables_17,0.001043081283569336,100,10,0.036288976669311516
18,model_with_separate_variables_18,0.001040935516357422,100,10,0.04829144477844238
19,model_with_separate_variables_19,0.0010230541229248047,100,10,0.03954505920410156
20,model_with_separate_variables_20,0.001004934310913086,100,10,0.042039155960083015
21,model_with_separate_variables_21,0.0009801387786865234,100,10,0.043303251266479485
22,model_with_separate_variables_22,0.000982046127319336,100,10,0.04482722282409668
23,model_with_separate_variables_23,0.0009877681732177734,100,10,0.05813288688659667
24,model_with_separate_variables_24,0.0009641647338867188,100,10,0.04843926429748535
0,model_with_pwl_costs_0,0.00027704238891601557,100,10,0.0032334327697753906
1,model_with_pwl_costs_1,0.00028204917907714844,100,10,0.0032503604888916016
2,model_with_pwl_costs_2,0.0002737045288085937,100,10,0.003347158432006836
3,model_with_pwl_costs_3,0.00024008750915527344,100,10,0.003458976745605469
4,model_with_pwl_costs_4,0.0003001689910888672,100,10,0.0036153793334960938
5,model_with_pwl_costs_5,0.00030493736267089844,100,10,0.003773212432861328
6,model_with_pwl_costs_6,0.0003082752227783203,100,10,0.0037560462951660156
7,model_with_pwl_costs_7,0.00027704238891601557,100,10,0.003815174102783203
8,model_with_pwl_costs_8,0.0002791881561279297,100,10,0.004086017608642578
9,model_with_pwl_costs_9,0.00027632713317871094,100,10,0.003985404968261719
10,model_with_pwl_costs_10,0.00025701522827148443,100,10,0.004136085510253906
11,model_with_pwl_costs_11,0.00026488304138183594,100,10,0.004213094711303711
12,model_with_pwl_costs_12,0.00025606155395507807,100,10,0.004346132278442383
13,model_with_pwl_costs_13,0.0002422332763671875,100,10,0.004437446594238281
14,model_with_pwl_costs_14,0.0002658367156982422,100,10,0.004435300827026367
15,model_with_pwl_costs_15,0.00026297569274902344,100,10,0.00471806526184082
16,model_with_pwl_costs_16,0.00026416778564453125,100,10,0.004735469818115234
17,model_with_pwl_costs_17,0.000263214111328125,100,10,0.004774093627929688
18,model_with_pwl_costs_18,0.0002372264862060547,100,10,0.004921197891235352
19,model_with_pwl_costs_19,0.00025010108947753906,100,10,0.00499415397644043
20,model_with_pwl_costs_20,0.00025773048400878906,100,10,0.005064249038696289
21,model_with_pwl_costs_21,0.00023984909057617188,100,10,0.005187034606933594
22,model_with_pwl_costs_22,0.00025892257690429693,100,10,0.005315303802490234
23,model_with_pwl_costs_23,0.00026178359985351557,100,10,0.005550384521484375
24,model_with_pwl_costs_24,0.0002460479736328125,100,10,0.005446910858154297
0,model_with_separate_variables_0,0.002318859100341797,250,10,0.016870498657226562
1,model_with_separate_variables_1,0.002144098281860352,250,10,0.02125096321105957
2,model_with_separate_variables_2,0.0021219253540039067,250,10,0.025016069412231445
3,model_with_separate_variables_3,0.0021119117736816406,250,10,0.0375669002532959
4,model_with_separate_variables_4,0.0020952224731445312,250,10,0.03396463394165039
5,model_with_separate_variables_5,0.0020949840545654297,250,10,0.038609981536865234
6,model_with_separate_variables_6,0.002096176147460937,250,10,0.042317867279052734
7,model_with_separate_variables_7,0.002125978469848633,250,10,0.04643678665161133
8,model_with_separate_variables_8,0.002109050750732422,250,10,0.06183791160583496
9,model_with_separate_variables_9,0.002096891403198242,250,10,0.055682897567749016
10,model_with_separate_variables_10,0.002101898193359375,250,10,0.05948615074157715
11,model_with_separate_variables_11,0.002084970474243164,250,10,0.0641946792602539
12,model_with_separate_variables_12,0.002079010009765625,250,10,0.08028674125671388
13,model_with_separate_variables_13,0.0020630359649658203,250,10,0.07314014434814453
14,model_with_separate_variables_14,0.0022089481353759766,250,10,0.0905630588531494
15,model_with_separate_variables_15,0.002131938934326172,250,10,0.08166074752807617
16,model_with_separate_variables_16,0.002170085906982422,250,10,0.0855867862701416
17,model_with_separate_variables_17,0.00222015380859375,250,10,0.10401296615600586
18,model_with_separate_variables_18,0.0022089481353759766,250,10,0.09471678733825684
19,model_with_separate_variables_19,0.0022242069244384766,250,10,0.11687660217285155
20,model_with_separate_variables_20,0.002203941345214844,250,10,0.10524296760559082
21,model_with_separate_variables_21,0.002158164978027344,250,10,0.1264209747314453
22,model_with_separate_variables_22,0.0021550655364990234,250,10,0.11196494102478027
23,model_with_separate_variables_23,0.002162933349609375,250,10,0.12849998474121094
24,model_with_separate_variables_24,0.0021750926971435547,250,10,0.1141059398651123
0,model_with_pwl_costs_0,0.00035691261291503906,250,10,0.006648778915405274
1,model_with_pwl_costs_1,0.0003867149353027344,250,10,0.006432056427001953
2,model_with_pwl_costs_2,0.00042176246643066406,250,10,0.006627798080444336
3,model_with_pwl_costs_3,0.0004279613494873047,250,10,0.006925106048583984
4,model_with_pwl_costs_4,0.00044226646423339844,250,10,0.007114887237548828
5,model_with_pwl_costs_5,0.0004291534423828125,250,10,0.007409095764160156
6,model_with_pwl_costs_6,0.0004129409790039063,250,10,0.0077359676361083984
7,model_with_pwl_costs_7,0.0004169940948486328,250,10,0.007718801498413086
8,model_with_pwl_costs_8,0.0004148483276367188,250,10,0.008404970169067383
9,model_with_pwl_costs_9,0.0004401206970214844,250,10,0.008632183074951172
10,model_with_pwl_costs_10,0.00045609474182128906,250,10,0.008672952651977539
11,model_with_pwl_costs_11,0.0004372596740722656,250,10,0.00904703140258789
12,model_with_pwl_costs_12,0.00043582916259765625,250,10,0.008962631225585938
13,model_with_pwl_costs_13,0.00043892860412597656,250,10,0.009497642517089844
14,model_with_pwl_costs_14,0.0004329681396484375,250,10,0.00927281379699707
15,model_with_pwl_costs_15,0.00043392181396484375,250,10,0.00970172882080078
16,model_with_pwl_costs_16,0.00045490264892578125,250,10,0.010426759719848631
17,model_with_pwl_costs_17,0.0004737377166748047,250,10,0.01026153564453125
18,model_with_pwl_costs_18,0.0004379749298095703,250,10,0.010344982147216795
19,model_with_pwl_costs_19,0.0004429817199707031,250,10,0.010625839233398438
20,model_with_pwl_costs_20,0.00043702125549316406,250,10,0.011217832565307615
21,model_with_pwl_costs_21,0.00043392181396484375,250,10,0.011393547058105469
22,model_with_pwl_costs_22,0.00042319297790527344,250,10,0.011508941650390623
23,model_with_pwl_costs_23,0.00040602684020996094,250,10,0.011642932891845705
24,model_with_pwl_costs_24,0.00045490264892578125,250,10,0.012087106704711914
0,model_with_separate_variables_0,0.005042076110839844,500,10,0.031075239181518555
1,model_with_separate_variables_1,0.004762887954711914,500,10,0.04026007652282715
2,model_with_separate_variables_2,0.004752159118652344,500,10,0.04783105850219727
3,model_with_separate_variables_3,0.0047149658203125,500,10,0.06602215766906737
4,model_with_separate_variables_4,0.004736185073852539,500,10,0.06456708908081055
5,model_with_separate_variables_5,0.004673004150390625,500,10,0.0725409984588623
6,model_with_separate_variables_6,0.004759073257446289,500,10,0.09188389778137207
7,model_with_separate_variables_7,0.004668951034545898,500,10,0.08782792091369629
8,model_with_separate_variables_8,0.004674911499023438,500,10,0.110457181930542
9,model_with_separate_variables_9,0.004725217819213867,500,10,0.1215529441833496
10,model_with_separate_variables_10,0.004693031311035156,500,10,0.1120741367340088
11,model_with_separate_variables_11,0.004684925079345703,500,10,0.13586902618408206
12,model_with_separate_variables_12,0.004793167114257813,500,10,0.12850689888000488
13,model_with_separate_variables_13,0.005034923553466797,500,10,0.15288686752319336
14,model_with_separate_variables_14,0.005038976669311523,500,10,0.1691570281982422
